partido_id,set_num,set_num_norm,strength_h,strength_a,strength_diff,set_wr_h,set_wr_a,diff_set_wr,forma_h,forma_a,diff_forma,pts_fav_h,pts_fav_a,h2h_diff,sets_h_antes,sets_a_antes,diff_sets_antes,momentum_h,es_desempate,ganador_set_local
2016/2017_Azimu_Diate_11Round,1,0.0,0.4286,0.5333,-0.10470000000000002,0.5095,0.5524,-0.04290000000000005,0.4286,0.5,-0.07140000000000002,3.5781,3.8954,-1.922,0,0,0,0.5,0,1
2016/2017_Azimu_Diate_11Round,1,0.0,0.4286,0.5333,-0.10470000000000002,0.5095,0.5524,-0.04290000000000005,0.4286,0.5,-0.07140000000000002,3.5781,3.8954,-1.922,1,0,1,1.0,0,1
2016/2017_Azimu_Diate_11Round,2,0.25,0.4286,0.5333,-0.10470000000000002,0.5095,0.5524,-0.04290000000000005,0.4286,0.5,-0.07140000000000002,3.5781,3.8954,-1.922,2,0,2,1.0,0,1
2016/2017_Azimu_Diate_11Round,2,0.25,0.4286,0.5333,-0.10470000000000002,0.5095,0.5524,-0.04290000000000005,0.4286,0.5,-0.07140000000000002,3.5781,3.8954,-1.922,3,0,3,1.0,0,0
2016/2017_Azimu_Diate_11Round,3,0.5,0.4286,0.5333,-0.10470000000000002,0.5095,0.5524,-0.04290000000000005,0.4286,0.5,-0.07140000000000002,3.5781,3.8954,-1.922,3,1,2,0.0,0,1
2016/2017_Azimu_Diate_11Round,3,0.5,0.4286,0.5333,-0.10470000000000002,0.5095,0.5524,-0.04290000000000005,0.4286,0.5,-0.07140000000000002,3.5781,3.8954,-1.922,4,1,3,1.0,0,1
2016/2017_Azimu_Diate_11Round,4,0.75,0.4286,0.5333,-0.10470000000000002,0.5095,0.5524,-0.04290000000000005,0.4286,0.5,-0.07140000000000002,3.5781,3.8954,-1.922,5,1,4,1.0,0,0
2016/2017_Azimu_Diate_11Round,5,1.0,0.4286,0.5333,-0.10470000000000002,0.5095,0.5524,-0.04290000000000005,0.4286,0.5,-0.07140000000000002,3.5781,3.8954,-1.922,5,2,3,0.0,1,1
2016/2017_Azimu_Gi Gr_9Round,1,0.0,0.4615,0.4286,0.03290000000000004,0.5275,0.5159,0.011599999999999944,0.4615,0.5,-0.03849999999999998,3.6397,3.6133,-1.565,0,0,0,0.5,0,1
2016/2017_Azimu_Gi Gr_9Round,1,0.0,0.4615,0.4286,0.03290000000000004,0.5275,0.5159,0.011599999999999944,0.4615,0.5,-0.03849999999999998,3.6397,3.6133,-1.565,1,0,1,1.0,0,1
2016/2017_Azimu_Gi Gr_9Round,2,0.25,0.4615,0.4286,0.03290000000000004,0.5275,0.5159,0.011599999999999944,0.4615,0.5,-0.03849999999999998,3.6397,3.6133,-1.565,2,0,2,1.0,0,0
2016/2017_Azimu_Gi Gr_9Round,2,0.25,0.4615,0.4286,0.03290000000000004,0.5275,0.5159,0.011599999999999944,0.4615,0.5,-0.03849999999999998,3.6397,3.6133,-1.565,2,1,1,0.0,0,0
2016/2017_Azimu_Gi Gr_9Round,3,0.5,0.4615,0.4286,0.03290000000000004,0.5275,0.5159,0.011599999999999944,0.4615,0.5,-0.03849999999999998,3.6397,3.6133,-1.565,2,2,0,0.0,0,1
2016/2017_Azimu_Gi Gr_9Round,3,0.5,0.4615,0.4286,0.03290000000000004,0.5275,0.5159,0.011599999999999944,0.4615,0.5,-0.03849999999999998,3.6397,3.6133,-1.565,3,2,1,1.0,0,0
2016/2017_Azimu_Gi Gr_9Round,4,0.75,0.4615,0.4286,0.03290000000000004,0.5275,0.5159,0.011599999999999944,0.4615,0.5,-0.03849999999999998,3.6397,3.6133,-1.565,3,3,0,0.0,0,0
2016/2017_Azimu_Gi Gr_9Round,4,0.75,0.4615,0.4286,0.03290000000000004,0.5275,0.5159,0.011599999999999944,0.4615,0.5,-0.03849999999999998,3.6397,3.6133,-1.565,3,4,-1,0.0,0,0
2016/2017_Azimu_Gi Gr_9Round,5,1.0,0.4615,0.4286,0.03290000000000004,0.5275,0.5159,0.011599999999999944,0.4615,0.5,-0.03849999999999998,3.6397,3.6133,-1.565,3,5,-2,0.0,1,0
2016/2017_Azimu_Kioen_4Round,1,0.0,0.5,0.4167,0.08329999999999999,0.5,0.4951,0.0049000000000000155,0.5,0.4545,0.045499999999999985,3.4986,3.5822,2.49,0,0,0,0.5,0,1
2016/2017_Azimu_Kioen_4Round,1,0.0,0.5,0.4167,0.08329999999999999,0.5,0.4951,0.0049000000000000155,0.5,0.4545,0.045499999999999985,3.4986,3.5822,2.49,1,0,1,1.0,0,0
2016/2017_Azimu_Kioen_4Round,2,0.25,0.5,0.4167,0.08329999999999999,0.5,0.4951,0.0049000000000000155,0.5,0.4545,0.045499999999999985,3.4986,3.5822,2.49,1,1,0,0.0,0,1
2016/2017_Azimu_Kioen_4Round,2,0.25,0.5,0.4167,0.08329999999999999,0.5,0.4951,0.0049000000000000155,0.5,0.4545,0.045499999999999985,3.4986,3.5822,2.49,2,1,1,1.0,0,0
2016/2017_Azimu_Kioen_4Round,3,0.5,0.5,0.4167,0.08329999999999999,0.5,0.4951,0.0049000000000000155,0.5,0.4545,0.045499999999999985,3.4986,3.5822,2.49,2,2,0,0.0,0,1
2016/2017_Azimu_Kioen_4Round,3,0.5,0.5,0.4167,0.08329999999999999,0.5,0.4951,0.0049000000000000155,0.5,0.4545,0.045499999999999985,3.4986,3.5822,2.49,3,2,1,1.0,0,0
2016/2017_Azimu_Lube_13Round,1,0.0,0.4667,0.5,-0.033299999999999996,0.5263,0.4875,0.0388,0.4667,0.5385,-0.07179999999999997,3.8137,3.5114,-0.645,0,0,0,0.5,0,0
2016/2017_Azimu_Lube_13Round,1,0.0,0.4667,0.5,-0.033299999999999996,0.5263,0.4875,0.0388,0.4667,0.5385,-0.07179999999999997,3.8137,3.5114,-0.645,0,1,-1,0.0,0,1
2016/2017_Azimu_Lube_13Round,2,0.25,0.4667,0.5,-0.033299999999999996,0.5263,0.4875,0.0388,0.4667,0.5385,-0.07179999999999997,3.8137,3.5114,-0.645,1,1,0,1.0,0,1
2016/2017_Azimu_Lube_13Round,2,0.25,0.4667,0.5,-0.033299999999999996,0.5263,0.4875,0.0388,0.4667,0.5385,-0.07179999999999997,3.8137,3.5114,-0.645,2,1,1,1.0,0,1
2016/2017_Azimu_Lube_13Round,3,0.5,0.4667,0.5,-0.033299999999999996,0.5263,0.4875,0.0388,0.4667,0.5385,-0.07179999999999997,3.8137,3.5114,-0.645,3,1,2,1.0,0,0
2016/2017_Azimu_Lube_13Round,3,0.5,0.4667,0.5,-0.033299999999999996,0.5263,0.4875,0.0388,0.4667,0.5385,-0.07179999999999997,3.8137,3.5114,-0.645,3,2,1,0.0,0,1
2016/2017_Azimu_Lube_13Round,4,0.75,0.4667,0.5,-0.033299999999999996,0.5263,0.4875,0.0388,0.4667,0.5385,-0.07179999999999997,3.8137,3.5114,-0.645,4,2,2,1.0,0,0
2016/2017_Azimu_Lube_13Round,4,0.75,0.4667,0.5,-0.033299999999999996,0.5263,0.4875,0.0388,0.4667,0.5385,-0.07179999999999997,3.8137,3.5114,-0.645,4,3,1,0.0,0,1
2016/2017_Azimu_Lube_13Round,5,1.0,0.4667,0.5,-0.033299999999999996,0.5263,0.4875,0.0388,0.4667,0.5385,-0.07179999999999997,3.8137,3.5114,-0.645,5,3,2,1.0,1,1
2016/2017_Azimu_Milan_2Round,1,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.4986,0.0,0,0,0,0.5,0,0
2016/2017_Azimu_Milan_2Round,1,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.4986,0.0,0,1,-1,0.0,0,0
2016/2017_Azimu_Milan_2Round,2,0.25,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.4986,0.0,0,2,-2,0.0,0,0
2016/2017_Azimu_Milan_2Round,2,0.25,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.4986,0.0,0,3,-3,0.0,0,0
2016/2017_Azimu_Milan_2Round,3,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.4986,0.0,0,4,-4,0.0,0,1
2016/2017_Azimu_Milan_2Round,3,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.4986,0.0,1,4,-3,1.0,0,1
2016/2017_Azimu_Milan_2Round,4,0.75,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.4986,0.0,2,4,-2,1.0,0,1
2016/2017_Azimu_Milan_2Round,4,0.75,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.4986,0.0,3,4,-1,1.0,0,0
2016/2017_Azimu_Milan_2Round,5,1.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.4986,0.0,3,5,-2,0.0,1,1
2016/2017_Azimu_Sir S_7Round,1,0.0,0.4545,0.5,-0.045499999999999985,0.5,0.4722,0.02779999999999999,0.4545,0.5,-0.045499999999999985,3.4533,3.4322,-2.21,0,0,0,0.5,0,1
2016/2017_Azimu_Sir S_7Round,1,0.0,0.4545,0.5,-0.045499999999999985,0.5,0.4722,0.02779999999999999,0.4545,0.5,-0.045499999999999985,3.4533,3.4322,-2.21,1,0,1,1.0,0,1
2016/2017_Azimu_Sir S_7Round,2,0.25,0.4545,0.5,-0.045499999999999985,0.5,0.4722,0.02779999999999999,0.4545,0.5,-0.045499999999999985,3.4533,3.4322,-2.21,2,0,2,1.0,0,0
2016/2017_Azimu_Sir S_7Round,2,0.25,0.4545,0.5,-0.045499999999999985,0.5,0.4722,0.02779999999999999,0.4545,0.5,-0.045499999999999985,3.4533,3.4322,-2.21,2,1,1,0.0,0,0
2016/2017_Azimu_Sir S_7Round,3,0.5,0.4545,0.5,-0.045499999999999985,0.5,0.4722,0.02779999999999999,0.4545,0.5,-0.045499999999999985,3.4533,3.4322,-2.21,2,2,0,0.0,0,0
2016/2017_Azimu_Sir S_7Round,3,0.5,0.4545,0.5,-0.045499999999999985,0.5,0.4722,0.02779999999999999,0.4545,0.5,-0.045499999999999985,3.4533,3.4322,-2.21,2,3,-1,0.0,0,1
2016/2017_Azimu_Sir S_7Round,4,0.75,0.4545,0.5,-0.045499999999999985,0.5,0.4722,0.02779999999999999,0.4545,0.5,-0.045499999999999985,3.4533,3.4322,-2.21,3,3,0,1.0,0,0
2016/2017_Azimu_Sir S_7Round,4,0.75,0.4545,0.5,-0.045499999999999985,0.5,0.4722,0.02779999999999999,0.4545,0.5,-0.045499999999999985,3.4533,3.4322,-2.21,3,4,-1,0.0,0,0
2016/2017_Azimu_Sir S_7Round,5,1.0,0.4545,0.5,-0.045499999999999985,0.5,0.4722,0.02779999999999999,0.4545,0.5,-0.045499999999999985,3.4533,3.4322,-2.21,3,5,-2,0.0,1,1
2016/2017_Azimu_Veron_8Round,1,0.0,0.4167,0.5833,-0.16660000000000003,0.4944,0.5167,-0.022300000000000042,0.4167,0.5833,-0.16660000000000003,3.4655,3.6988,2.0,0,0,0,0.5,0,1
2016/2017_Azimu_Veron_8Round,1,0.0,0.4167,0.5833,-0.16660000000000003,0.4944,0.5167,-0.022300000000000042,0.4167,0.5833,-0.16660000000000003,3.4655,3.6988,2.0,1,0,1,1.0,0,1
2016/2017_Azimu_Veron_8Round,2,0.25,0.4167,0.5833,-0.16660000000000003,0.4944,0.5167,-0.022300000000000042,0.4167,0.5833,-0.16660000000000003,3.4655,3.6988,2.0,2,0,2,1.0,0,1
2016/2017_Azimu_Veron_8Round,2,0.25,0.4167,0.5833,-0.16660000000000003,0.4944,0.5167,-0.022300000000000042,0.4167,0.5833,-0.16660000000000003,3.4655,3.6988,2.0,3,0,3,1.0,0,1
2016/2017_Azimu_Veron_8Round,3,0.5,0.4167,0.5833,-0.16660000000000003,0.4944,0.5167,-0.022300000000000042,0.4167,0.5833,-0.16660000000000003,3.4655,3.6988,2.0,4,0,4,1.0,0,1
2016/2017_Azimu_Veron_8Round,3,0.5,0.4167,0.5833,-0.16660000000000003,0.4944,0.5167,-0.022300000000000042,0.4167,0.5833,-0.16660000000000003,3.4655,3.6988,2.0,5,0,5,1.0,0,1
2016/2017_Basi _Centr_5Round,1,0.0,0.3846,0.5455,-0.1609,0.4849,0.5152,-0.030299999999999994,0.3846,0.5,-0.1154,3.432,3.726,0.0,0,0,0,0.5,0,1
2016/2017_Basi _Centr_5Round,1,0.0,0.3846,0.5455,-0.1609,0.4849,0.5152,-0.030299999999999994,0.3846,0.5,-0.1154,3.432,3.726,0.0,1,0,1,1.0,0,1
2016/2017_Basi _Centr_5Round,2,0.25,0.3846,0.5455,-0.1609,0.4849,0.5152,-0.030299999999999994,0.3846,0.5,-0.1154,3.432,3.726,0.0,2,0,2,1.0,0,1
2016/2017_Basi _Centr_5Round,2,0.25,0.3846,0.5455,-0.1609,0.4849,0.5152,-0.030299999999999994,0.3846,0.5,-0.1154,3.432,3.726,0.0,3,0,3,1.0,0,0
2016/2017_Basi _Centr_5Round,3,0.5,0.3846,0.5455,-0.1609,0.4849,0.5152,-0.030299999999999994,0.3846,0.5,-0.1154,3.432,3.726,0.0,3,1,2,0.0,0,1
2016/2017_Basi _Centr_5Round,3,0.5,0.3846,0.5455,-0.1609,0.4849,0.5152,-0.030299999999999994,0.3846,0.5,-0.1154,3.432,3.726,0.0,4,1,3,1.0,0,0
2016/2017_Basi _Centr_5Round,4,0.75,0.3846,0.5455,-0.1609,0.4849,0.5152,-0.030299999999999994,0.3846,0.5,-0.1154,3.432,3.726,0.0,4,2,2,0.0,0,0
2016/2017_Basi _Emma _2Round,1,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.4986,0.0,0,0,0,0.5,0,0
2016/2017_Basi _Emma _2Round,1,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.4986,0.0,0,1,-1,0.0,0,1
2016/2017_Basi _Emma _2Round,2,0.25,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.4986,0.0,1,1,0,1.0,0,0
2016/2017_Basi _Emma _2Round,2,0.25,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.4986,0.0,1,2,-1,0.0,0,1
2016/2017_Basi _Emma _2Round,3,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.4986,0.0,2,2,0,1.0,0,0
2016/2017_Basi _Emma _2Round,3,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.4986,0.0,2,3,-1,0.0,0,1
2016/2017_Basi _Pool _4Round,1,0.0,0.4545,0.4545,0.0,0.5,0.4848,0.015199999999999991,0.4545,0.4545,0.0,3.4533,3.4533,0.0,0,0,0,0.5,0,1
2016/2017_Basi _Pool _4Round,1,0.0,0.4545,0.4545,0.0,0.5,0.4848,0.015199999999999991,0.4545,0.4545,0.0,3.4533,3.4533,0.0,1,0,1,1.0,0,0
2016/2017_Basi _Pool _4Round,2,0.25,0.4545,0.4545,0.0,0.5,0.4848,0.015199999999999991,0.4545,0.4545,0.0,3.4533,3.4533,0.0,1,1,0,0.0,0,0
2016/2017_Basi _Pool _4Round,2,0.25,0.4545,0.4545,0.0,0.5,0.4848,0.015199999999999991,0.4545,0.4545,0.0,3.4533,3.4533,0.0,1,2,-1,0.0,0,1
2016/2017_Basi _Pool _4Round,3,0.5,0.4545,0.4545,0.0,0.5,0.4848,0.015199999999999991,0.4545,0.4545,0.0,3.4533,3.4533,0.0,2,2,0,1.0,0,1
2016/2017_Basi _Pool _4Round,3,0.5,0.4545,0.4545,0.0,0.5,0.4848,0.015199999999999991,0.4545,0.4545,0.0,3.4533,3.4533,0.0,3,2,1,1.0,0,0
2016/2017_Basi _Pool _4Round,4,0.75,0.4545,0.4545,0.0,0.5,0.4848,0.015199999999999991,0.4545,0.4545,0.0,3.4533,3.4533,0.0,3,3,0,0.0,0,1
2016/2017_Basi _Pool _4Round,4,0.75,0.4545,0.4545,0.0,0.5,0.4848,0.015199999999999991,0.4545,0.4545,0.0,3.4533,3.4533,0.0,4,3,1,1.0,0,0
2016/2017_Basi _Sigma_4Round,1,0.0,0.4167,0.5,-0.08329999999999999,0.5,0.5,0.0,0.4167,0.5,-0.08329999999999999,3.4655,3.4986,0.0,0,0,0,0.5,0,1
2016/2017_Basi _Sigma_4Round,1,0.0,0.4167,0.5,-0.08329999999999999,0.5,0.5,0.0,0.4167,0.5,-0.08329999999999999,3.4655,3.4986,0.0,1,0,1,1.0,0,0
2016/2017_Basi _Sigma_4Round,2,0.25,0.4167,0.5,-0.08329999999999999,0.5,0.5,0.0,0.4167,0.5,-0.08329999999999999,3.4655,3.4986,0.0,1,1,0,0.0,0,1
2016/2017_Basi _Sigma_4Round,2,0.25,0.4167,0.5,-0.08329999999999999,0.5,0.5,0.0,0.4167,0.5,-0.08329999999999999,3.4655,3.4986,0.0,2,1,1,1.0,0,0
2016/2017_Basi _Sigma_4Round,3,0.5,0.4167,0.5,-0.08329999999999999,0.5,0.5,0.0,0.4167,0.5,-0.08329999999999999,3.4655,3.4986,0.0,2,2,0,0.0,0,1
2016/2017_Basi _Sigma_4Round,3,0.5,0.4167,0.5,-0.08329999999999999,0.5,0.5,0.0,0.4167,0.5,-0.08329999999999999,3.4655,3.4986,0.0,3,2,1,1.0,0,0
2016/2017_Basi _Sigma_4Round,4,0.75,0.4167,0.5,-0.08329999999999999,0.5,0.5,0.0,0.4167,0.5,-0.08329999999999999,3.4655,3.4986,0.0,3,3,0,0.0,0,0
2016/2017_Basi _Sigma_4Round,4,0.75,0.4167,0.5,-0.08329999999999999,0.5,0.5,0.0,0.4167,0.5,-0.08329999999999999,3.4655,3.4986,0.0,3,4,-1,0.0,0,0
2016/2017_Basi _Sigma_4Round,5,1.0,0.4167,0.5,-0.08329999999999999,0.5,0.5,0.0,0.4167,0.5,-0.08329999999999999,3.4655,3.4986,0.0,3,5,-2,0.0,1,0
2016/2017_Centr_Pool _1Round,1,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.4986,0.0,0,0,0,0.5,0,1
2016/2017_Centr_Pool _1Round,1,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.4986,0.0,1,0,1,1.0,0,0
2016/2017_Centr_Pool _1Round,2,0.25,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.4986,0.0,1,1,0,0.0,0,1
2016/2017_Centr_Pool _1Round,2,0.25,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.4986,0.0,2,1,1,1.0,0,1
2016/2017_Centr_Pool _1Round,3,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.4986,0.0,3,1,2,1.0,0,1
2016/2017_Centr_Pool _1Round,3,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.4986,0.0,4,1,3,1.0,0,0
2016/2017_Centr_Pool _1Round,4,0.75,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.4986,0.0,4,2,2,0.0,0,1
2016/2017_Centr_Pool _1Round,4,0.75,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.4986,0.0,5,2,3,1.0,0,0
2016/2017_Centr_Pool _1Round,5,1.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.4986,0.0,5,3,2,0.0,1,1
2016/2017_Diate_Gi Gr_12Round,1,0.0,0.5,0.4375,0.0625,0.5305,0.5218,0.00869999999999993,0.5333,0.5455,-0.012199999999999989,3.6425,3.7133,1.474,0,0,0,0.5,0,1
2016/2017_Diate_Gi Gr_12Round,1,0.0,0.5,0.4375,0.0625,0.5305,0.5218,0.00869999999999993,0.5333,0.5455,-0.012199999999999989,3.6425,3.7133,1.474,1,0,1,1.0,0,0
2016/2017_Diate_Gi Gr_12Round,2,0.25,0.5,0.4375,0.0625,0.5305,0.5218,0.00869999999999993,0.5333,0.5455,-0.012199999999999989,3.6425,3.7133,1.474,1,1,0,0.0,0,0
2016/2017_Diate_Gi Gr_12Round,2,0.25,0.5,0.4375,0.0625,0.5305,0.5218,0.00869999999999993,0.5333,0.5455,-0.012199999999999989,3.6425,3.7133,1.474,1,2,-1,0.0,0,1
2016/2017_Diate_Gi Gr_12Round,3,0.5,0.5,0.4375,0.0625,0.5305,0.5218,0.00869999999999993,0.5333,0.5455,-0.012199999999999989,3.6425,3.7133,1.474,2,2,0,1.0,0,0
2016/2017_Diate_Gi Gr_12Round,3,0.5,0.5,0.4375,0.0625,0.5305,0.5218,0.00869999999999993,0.5333,0.5455,-0.012199999999999989,3.6425,3.7133,1.474,2,3,-1,0.0,0,0
2016/2017_Diate_Gi Gr_12Round,4,0.75,0.5,0.4375,0.0625,0.5305,0.5218,0.00869999999999993,0.5333,0.5455,-0.012199999999999989,3.6425,3.7133,1.474,2,4,-2,0.0,0,0
2016/2017_Diate_Gi Gr_12Round,5,1.0,0.5,0.4375,0.0625,0.5305,0.5218,0.00869999999999993,0.5333,0.5455,-0.012199999999999989,3.6425,3.7133,1.474,2,5,-3,0.0,1,1
2016/2017_Diate_Kioen_3Round,1,0.0,0.5,0.4545,0.045499999999999985,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.5442,3.0,0,0,0,0.5,0,0
2016/2017_Diate_Kioen_3Round,1,0.0,0.5,0.4545,0.045499999999999985,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.5442,3.0,0,1,-1,0.0,0,1
2016/2017_Diate_Kioen_3Round,2,0.25,0.5,0.4545,0.045499999999999985,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.5442,3.0,1,1,0,1.0,0,0
2016/2017_Diate_Kioen_3Round,2,0.25,0.5,0.4545,0.045499999999999985,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.5442,3.0,1,2,-1,0.0,0,1
2016/2017_Diate_Kioen_3Round,3,0.5,0.5,0.4545,0.045499999999999985,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.5442,3.0,2,2,0,1.0,0,1
2016/2017_Diate_Kioen_3Round,3,0.5,0.5,0.4545,0.045499999999999985,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.5442,3.0,3,2,1,1.0,0,1
2016/2017_Diate_Kioen_3Round,4,0.75,0.5,0.4545,0.045499999999999985,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.5442,3.0,4,2,2,1.0,0,1
2016/2017_Diate_Kioen_3Round,4,0.75,0.5,0.4545,0.045499999999999985,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.5442,3.0,5,2,3,1.0,0,0
2016/2017_Diate_Kioen_3Round,5,1.0,0.5,0.4545,0.045499999999999985,0.5,0.5,0.0,0.5,0.5,0.0,3.4986,3.5442,3.0,5,3,2,0.0,1,0
2016/2017_Diate_Lube_10Round,1,0.0,0.5,0.5,0.0,0.5306,0.5,0.03059999999999996,0.5,0.5833,-0.08330000000000004,3.6781,3.5619,0.093,0,0,0,0.5,0,1
2016/2017_Diate_Lube_10Round,1,0.0,0.5,0.5,0.0,0.5306,0.5,0.03059999999999996,0.5,0.5833,-0.08330000000000004,3.6781,3.5619,0.093,1,0,1,1.0,0,1
2016/2017_Diate_Lube_10Round,2,0.25,0.5,0.5,0.0,0.5306,0.5,0.03059999999999996,0.5,0.5833,-0.08330000000000004,3.6781,3.5619,0.093,2,0,2,1.0,0,1
2016/2017_Diate_Lube_10Round,2,0.25,0.5,0.5,0.0,0.5306,0.5,0.03059999999999996,0.5,0.5833,-0.08330000000000004,3.6781,3.5619,0.093,3,0,3,1.0,0,0
2016/2017_Diate_Lube_10Round,3,0.5,0.5,0.5,0.0,0.5306,0.5,0.03059999999999996,0.5,0.5833,-0.08330000000000004,3.6781,3.5619,0.093,3,1,2,0.0,0,1
2016/2017_Diate_Lube_10Round,3,0.5,0.5,0.5,0.0,0.5306,0.5,0.03059999999999996,0.5,0.5833,-0.08330000000000004,3.6781,3.5619,0.093,4,1,3,1.0,0,1
2016/2017_Diate_Lube_10Round,4,0.75,0.5,0.5,0.0,0.5306,0.5,0.03059999999999996,0.5,0.5833,-0.08330000000000004,3.6781,3.5619,0.093,5,1,4,1.0,0,1
2016/2017_Diate_Milan_8Round,1,0.0,0.5833,0.5714,0.011900000000000022,0.5312,0.5,0.031200000000000006,0.5833,0.6154,-0.032099999999999906,3.7988,3.5521,1.74,0,0,0,0.5,0,1
2016/2017_Diate_Milan_8Round,1,0.0,0.5833,0.5714,0.011900000000000022,0.5312,0.5,0.031200000000000006,0.5833,0.6154,-0.032099999999999906,3.7988,3.5521,1.74,1,0,1,1.0,0,0
2016/2017_Diate_Milan_8Round,2,0.25,0.5833,0.5714,0.011900000000000022,0.5312,0.5,0.031200000000000006,0.5833,0.6154,-0.032099999999999906,3.7988,3.5521,1.74,1,1,0,0.0,0,1
2016/2017_Diate_Milan_8Round,2,0.25,0.5833,0.5714,0.011900000000000022,0.5312,0.5,0.031200000000000006,0.5833,0.6154,-0.032099999999999906,3.7988,3.5521,1.74,2,1,1,1.0,0,0
2016/2017_Diate_Milan_8Round,3,0.5,0.5833,0.5714,0.011900000000000022,0.5312,0.5,0.031200000000000006,0.5833,0.6154,-0.032099999999999906,3.7988,3.5521,1.74,2,2,0,0.0,0,1
2016/2017_Diate_Milan_8Round,3,0.5,0.5833,0.5714,0.011900000000000022,0.5312,0.5,0.031200000000000006,0.5833,0.6154,-0.032099999999999906,3.7988,3.5521,1.74,3,2,1,1.0,0,0
2016/2017_Diate_Sir S_6Round,1,0.0,0.5455,0.5455,0.0,0.5051,0.5,0.005099999999999993,0.5455,0.5455,0.0,3.6351,3.5442,-0.572,0,0,0,0.5,0,0
2016/2017_Diate_Sir S_6Round,1,0.0,0.5455,0.5455,0.0,0.5051,0.5,0.005099999999999993,0.5455,0.5455,0.0,3.6351,3.5442,-0.572,0,1,-1,0.0,0,1
2016/2017_Diate_Sir S_6Round,2,0.25,0.5455,0.5455,0.0,0.5051,0.5,0.005099999999999993,0.5455,0.5455,0.0,3.6351,3.5442,-0.572,1,1,0,1.0,0,1
2016/2017_Diate_Sir S_6Round,2,0.25,0.5455,0.5455,0.0,0.5051,0.5,0.005099999999999993,0.5455,0.5455,0.0,3.6351,3.5442,-0.572,2,1,1,1.0,0,1
2016/2017_Diate_Sir S_6Round,3,0.5,0.5455,0.5455,0.0,0.5051,0.5,0.005099999999999993,0.5455,0.5455,0.0,3.6351,3.5442,-0.572,3,1,2,1.0,0,1
2016/2017_Diate_Sir S_6Round,3,0.5,0.5455,0.5455,0.0,0.5051,0.5,0.005099999999999993,0.5455,0.5455,0.0,3.6351,3.5442,-0.572,4,1,3,1.0,0,1
2016/2017_Diate_Sir S_6Round,4,0.75,0.5455,0.5455,0.0,0.5051,0.5,0.005099999999999993,0.5455,0.5455,0.0,3.6351,3.5442,-0.572,5,1,4,1.0,0,1
2016/2017_Diate_Veron_9Round,1,0.0,0.5385,0.5385,0.0,0.5315,0.4835,0.04799999999999999,0.5385,0.5385,0.0,3.7551,3.4505,-1.566,0,0,0,0.5,0,1
2016/2017_Diate_Veron_9Round,1,0.0,0.5385,0.5385,0.0,0.5315,0.4835,0.04799999999999999,0.5385,0.5385,0.0,3.7551,3.4505,-1.566,1,0,1,1.0,0,0
