partido_id,set_num,set_num_norm,strength_h,strength_a,strength_diff,set_wr_h,set_wr_a,diff_set_wr,forma_h,forma_a,diff_forma,pts_fav_h,pts_fav_a,h2h_diff,sets_h_antes,sets_a_antes,diff_sets_antes,momentum_h,es_desempate,ganador_set_local
2025/2026_Cantù_Pinet_10Round,3,0.5,0.5517,0.3953,0.15639999999999998,0.5081,0.435,0.0731,0.5333,0.3333,0.2,4.5816,2.8689,0.0,3,1,2,1.0,0,1
2025/2026_Cantù_Pinet_10Round,3,0.5,0.5517,0.3953,0.15639999999999998,0.5081,0.435,0.0731,0.5333,0.3333,0.2,4.5816,2.8689,0.0,4,1,3,1.0,0,0
2025/2026_Cantù_Pinet_10Round,4,0.75,0.5517,0.3953,0.15639999999999998,0.5081,0.435,0.0731,0.5333,0.3333,0.2,4.5816,2.8689,0.0,4,2,2,0.0,0,0
2025/2026_Cantù_Porto_3Round,1,0.0,0.5294,0.4884,0.04099999999999998,0.4933,0.5273,-0.033999999999999975,0.4667,0.4667,0.0,3.483,3.7484,0.0,0,0,0,0.5,0,0
2025/2026_Cantù_Porto_3Round,1,0.0,0.5294,0.4884,0.04099999999999998,0.4933,0.5273,-0.033999999999999975,0.4667,0.4667,0.0,3.483,3.7484,0.0,0,1,-1,0.0,0,1
2025/2026_Cantù_Porto_3Round,2,0.25,0.5294,0.4884,0.04099999999999998,0.4933,0.5273,-0.033999999999999975,0.4667,0.4667,0.0,3.483,3.7484,0.0,1,1,0,1.0,0,1
2025/2026_Cantù_Porto_3Round,2,0.25,0.5294,0.4884,0.04099999999999998,0.4933,0.5273,-0.033999999999999975,0.4667,0.4667,0.0,3.483,3.7484,0.0,2,1,1,1.0,0,0
2025/2026_Cantù_Porto_3Round,3,0.5,0.5294,0.4884,0.04099999999999998,0.4933,0.5273,-0.033999999999999975,0.4667,0.4667,0.0,3.483,3.7484,0.0,2,2,0,0.0,0,0
2025/2026_Cantù_Porto_3Round,3,0.5,0.5294,0.4884,0.04099999999999998,0.4933,0.5273,-0.033999999999999975,0.4667,0.4667,0.0,3.483,3.7484,0.0,2,3,-1,0.0,0,1
2025/2026_Cantù_Porto_3Round,4,0.75,0.5294,0.4884,0.04099999999999998,0.4933,0.5273,-0.033999999999999975,0.4667,0.4667,0.0,3.483,3.7484,0.0,3,3,0,1.0,0,1
2025/2026_Cantù_Porto_3Round,4,0.75,0.5294,0.4884,0.04099999999999998,0.4933,0.5273,-0.033999999999999975,0.4667,0.4667,0.0,3.483,3.7484,0.0,4,3,1,1.0,0,1
2025/2026_Cantù_Porto_3Round,5,1.0,0.5294,0.4884,0.04099999999999998,0.4933,0.5273,-0.033999999999999975,0.4667,0.4667,0.0,3.483,3.7484,0.0,5,3,2,1.0,1,0
2025/2026_Cantù_Prata_12Round,1,0.0,0.5667,0.3654,0.20129999999999998,0.5134,0.4462,0.06719999999999998,0.5333,0.4667,0.06659999999999999,4.7461,3.8746,0.0,0,0,0,0.5,0,0
2025/2026_Cantù_Prata_12Round,1,0.0,0.5667,0.3654,0.20129999999999998,0.5134,0.4462,0.06719999999999998,0.5333,0.4667,0.06659999999999999,4.7461,3.8746,0.0,0,1,-1,0.0,0,1
2025/2026_Cantù_Prata_12Round,2,0.25,0.5667,0.3654,0.20129999999999998,0.5134,0.4462,0.06719999999999998,0.5333,0.4667,0.06659999999999999,4.7461,3.8746,0.0,1,1,0,1.0,0,1
2025/2026_Cantù_Prata_12Round,2,0.25,0.5667,0.3654,0.20129999999999998,0.5134,0.4462,0.06719999999999998,0.5333,0.4667,0.06659999999999999,4.7461,3.8746,0.0,2,1,1,1.0,0,1
2025/2026_Cantù_Prata_12Round,3,0.5,0.5667,0.3654,0.20129999999999998,0.5134,0.4462,0.06719999999999998,0.5333,0.4667,0.06659999999999999,4.7461,3.8746,0.0,3,1,2,1.0,0,1
