partido_id,temporada,jornada_num,local,visitante,h_win_rate_global,h_win_rate_last5,h_win_rate_home,h_win_rate_away,h_pts_fav_exp,h_pts_con_exp,h_set_win_rate,h_set_diff_exp,h_forma_home,h_forma_away,h_ultimo_set_diff,h_racha,h_n_partidos_hist,h_h2h_set_diff_exp,h_h2h_win_rate,a_win_rate_global,a_win_rate_last5,a_win_rate_home,a_win_rate_away,a_pts_fav_exp,a_pts_con_exp,a_set_win_rate,a_set_diff_exp,a_forma_home,a_forma_away,a_ultimo_set_diff,a_racha,a_n_partidos_hist,a_h2h_set_diff_exp,a_h2h_win_rate,diff_win_rate_global,diff_win_rate_last5,diff_set_win_rate,diff_set_diff_exp,diff_pts_fav_exp,diff_pts_con_exp,diff_racha,diff_ultimo_set_diff,diff_rank_season,diff_forma_efectiva,h_descanso,a_descanso,diff_descanso,h_rank_season,a_rank_season,gana_local
2016/2017_Centr_Pool _1Round,2016/2017,1.0,Brescia,Cantù,0.5,0.5,0.5,0.5,3.4986,3.4986,0.5,0.0,0.5,0.5,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,3.4986,3.4986,0.5,0.0,0.5,0.5,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,7.0,7.0,0.0,1,1,1
2016/2017_Gi Gr_Lube_1Round,2016/2017,1.0,Monza,Lube,0.5,0.5,0.5,0.5,3.4986,3.4986,0.5,0.0,0.5,0.5,0,0,0,-2.055,0.3889,0.5,0.5,0.5,0.5,3.4986,3.4986,0.5,0.0,0.5,0.5,0,0,0,1.157,0.6111,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,7.0,7.0,0.0,2,2,0
2016/2017_Azimu_Milan_2Round,2016/2017,2.0,",,",Milano,0.5,0.5,0.5,0.5,3.4986,3.4986,0.5,0.0,0.5,0.5,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,3.4986,3.4986,0.5,0.0,0.5,0.5,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,7.0,7.0,0.0,3,3,0
2016/2017_Basi _Emma _2Round,2016/2017,2.0,Lagonegro,Siena,0.5,0.5,0.5,0.5,3.4986,3.4986,0.5,0.0,0.5,0.5,0,0,0,0.0,0.5,0.5,0.5,0.5,0.5,3.4986,3.4986,0.5,0.0,0.5,0.5,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,7.0,7.0,0.0,4,4,0
2016/2017_Kioen_Sir S_2Round,2016/2017,2.0,Padova,Perugia,0.5,0.5,0.5,0.5,3.4986,3.4986,0.5,0.0,0.5,0.5,0,0,0,-2.853,0.2778,0.5,0.5,0.5,0.5,3.4986,3.4986,0.5,0.0,0.5,0.5,0,0,0,2.7,0.7222,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,7.0,7.0,0.0,5,5,0
2016/2017_Diate_Kioen_3Round,2016/2017,3.0,Trento,Padova,0.5,0.5,0.5,0.5,3.4986,3.4986,0.5,0.0,0.5,0.5,0,0,0,3.0,0.7222,0.4545,0.4545,0.4545,0.5,3.5442,3.5442,0.5,0.0,0.4545,0.5,0,-1,1,-3.0,0.2778,0.045499999999999985,0.045499999999999985,0.0,0.0,-0.04559999999999986,-0.04559999999999986,1,0,0,0.0,7.0,1.0,6.0,6,6,1
2016/2017_Gi Gr_Milan_3Round,2016/2017,3.0,Monza,Milano,0.4545,0.4545,0.4545,0.5,3.4533,3.4533,0.5,0.0,0.4545,0.5,0,-1,1,-0.782,0.5,0.5455,0.5455,0.5,0.5455,3.6351,3.5442,0.5051,0.0909,0.5,0.5455,1,1,1,-0.229,0.5,-0.09099999999999997,-0.09099999999999997,-0.005099999999999993,-0.0909,-0.18179999999999996,-0.09089999999999998,-2,-1,-6,-0.09099999999999997,2.0,1.0,1.0,7,1,0
2016/2017_Azimu_Kioen_4Round,2016/2017,4.0,Modena,Padova,0.5,0.5,0.5,0.5,3.4986,3.4986,0.5,0.0,0.5,0.5,0,0,0,2.49,0.7222,0.4167,0.4167,0.4545,0.4545,3.5822,3.6322,0.4951,-0.05,0.4545,0.4545,-1,-2,2,-2.51,0.2778,0.08329999999999999,0.08329999999999999,0.0049000000000000155,0.05,-0.08359999999999967,-0.13359999999999994,2,1,0,0.045499999999999985,7.0,1.0,6.0,7,7,0
2016/2017_Basi _Pool _4Round,2016/2017,4.0,Lagonegro,Cantù,0.4545,0.4545,0.4545,0.5,3.4533,3.4533,0.5,0.0,0.4545,0.5,0,-1,1,0.0,0.5,0.4545,0.4545,0.5,0.4545,3.4533,3.726,0.4848,-0.2727,0.5,0.4545,-3,-1,1,0.0,0.5,0.0,0.0,0.015199999999999991,0.2727,0.0,-0.27269999999999994,0,3,0,0.0,2.0,3.0,-1.0,8,8,0
2016/2017_Basi _Sigma_4Round,2016/2017,4.0,Lagonegro,Aversa,0.4167,0.4167,0.4167,0.5,3.4655,3.4655,0.5,0.0,0.4167,0.5,0,-2,2,0.0,0.5,0.5,0.5,0.5,0.5,3.4986,3.4986,0.5,0.0,0.5,0.5,0,0,0,0.0,0.5,-0.08329999999999999,-0.08329999999999999,0.0,0.0,-0.03310000000000013,-0.03310000000000013,-2,0,0,-0.08329999999999999,0.0,7.0,-7.0,9,9,0
2016/2017_Gi Gr_Veron_4Round,2016/2017,4.0,Monza,Verona,0.4167,0.4167,0.4167,0.5,3.4155,3.4155,0.5,0.0,0.4167,0.5,0,-2,2,-0.732,0.3889,0.5,0.5,0.5,0.5,3.4986,3.4986,0.5,0.0,0.5,0.5,0,0,0,1.397,0.6111,-0.08329999999999999,-0.08329999999999999,0.0,0.0,-0.08309999999999995,-0.08309999999999995,-2,0,0,-0.08329999999999999,1.0,7.0,-6.0,10,10,0
2016/2017_Basi _Centr_5Round,2016/2017,5.0,Lagonegro,Brescia,0.3846,0.3846,0.3846,0.5,3.432,3.6397,0.4849,-0.2077,0.3846,0.5,-3,-3,3,0.0,0.5,0.5455,0.5455,0.5455,0.5,3.726,3.4533,0.5152,0.2727,0.5455,0.5,3,1,1,0.0,0.5,-0.1609,-0.1609,-0.030299999999999994,-0.4804,-0.29400000000000004,0.1863999999999999,-4,-6,-9,-0.1154,1.0,4.0,-3.0,11,2,1
2016/2017_Lube_Milan_5Round,2016/2017,5.0,Lube,Milano,0.5455,0.5455,0.5,0.5455,3.4533,3.4533,0.5,0.0,0.5,0.5455,0,1,1,0.786,0.6111,0.5833,0.5833,0.5,0.5833,3.6488,3.5322,0.5056,0.1167,0.5,0.5833,0,2,2,-0.979,0.3889,-0.037800000000000056,-0.037800000000000056,-0.005600000000000049,-0.1167,-0.1955,-0.07889999999999997,-1,0,-1,-0.08330000000000004,4.0,2.0,2.0,2,1,0
2016/2017_Diate_Sir S_6Round,2016/2017,6.0,Trento,Perugia,0.5455,0.5455,0.5455,0.5,3.6351,3.5442,0.5051,0.0909,0.5455,0.5,1,1,1,-0.572,0.5,0.5455,0.5455,0.5,0.5455,3.5442,3.5442,0.5,0.0,0.5,0.5455,0,1,1,-0.572,0.5,0.0,0.0,0.005099999999999993,0.0909,0.09089999999999998,0.0,0,1,0,0.0,3.0,4.0,-1.0,2,2,1
2016/2017_Kioen_Lube_6Round,2016/2017,6.0,Padova,Lube,0.4615,0.4615,0.4545,0.5,3.5451,3.5935,0.495,-0.0485,0.4545,0.5,0,1,3,-2.412,0.3889,0.5,0.5,0.4545,0.5455,3.4155,3.4155,0.5,0.0,0.4545,0.5455,0,-1,2,1.8,0.6111,-0.03849999999999998,-0.03849999999999998,-0.0050000000000000044,-0.0485,0.12959999999999994,0.17799999999999994,2,0,0,-0.09099999999999997,2.0,1.0,1.0,3,3,0
2016/2017_Azimu_Sir S_7Round,2016/2017,7.0,Modena,Perugia,0.4545,0.4545,0.4545,0.5,3.4533,3.4533,0.5,0.0,0.4545,0.5,0,-1,1,-2.21,0.2778,0.5,0.5,0.5,0.5,3.4322,3.6822,0.4722,-0.25,0.5,0.5,-5,-1,2,2.343,0.7222,-0.045499999999999985,-0.045499999999999985,0.02779999999999999,0.25,0.02110000000000012,-0.22889999999999988,0,5,-8,-0.045499999999999985,3.0,1.0,2.0,12,4,0
2016/2017_Gi Gr_Kioen_7Round,2016/2017,7.0,Monza,Padova,0.3846,0.3846,0.3846,0.5,3.3835,3.522,0.4885,-0.1385,0.3846,0.5,-2,-3,3,1.594,0.7222,0.4286,0.4286,0.4167,0.5,3.5819,3.7096,0.4911,-0.1277,0.4167,0.5,-1,-1,4,-1.747,0.2778,-0.043999999999999984,-0.043999999999999984,-0.002599999999999991,-0.010800000000000004,-0.1983999999999999,-0.1876000000000002,-2,-1,-7,-0.1154,3.0,1.0,2.0,12,5,1
2016/2017_Milan_Veron_7Round,2016/2017,7.0,Milano,Verona,0.6154,0.6154,0.5,0.6154,3.6097,3.4966,0.5055,0.1131,0.5,0.6154,0,3,3,-1.075,0.3889,0.5455,0.5455,0.5,0.5455,3.6351,3.4533,0.5114,0.1818,0.5,0.5455,2,1,1,1.607,0.6111,0.06989999999999996,0.06989999999999996,-0.005900000000000016,-0.06869999999999998,-0.025399999999999867,0.043299999999999894,2,-2,4,-0.045499999999999985,2.0,3.0,-1.0,1,5,0
2016/2017_Azimu_Veron_8Round,2016/2017,8.0,Modena,Verona,0.4167,0.4167,0.4167,0.5,3.4655,3.5155,0.4944,-0.05,0.4167,0.5,-1,-2,2,2.0,0.7222,0.5833,0.5833,0.5,0.5833,3.6988,3.4155,0.5167,0.2833,0.5,0.5833,1,2,2,-2.0,0.2778,-0.16660000000000003,-0.16660000000000003,-0.022300000000000042,-0.3333,-0.23329999999999984,0.09999999999999964,-4,-2,-11,-0.16660000000000003,1.0,1.0,0.0,13,2,1
2016/2017_Diate_Milan_8Round,2016/2017,8.0,Trento,Milano,0.5833,0.5833,0.5833,0.5,3.7988,3.4322,0.5312,0.3667,0.5833,0.5,5,2,2,1.74,0.6111,0.5714,0.5714,0.4545,0.6154,3.5521,3.5399,0.5,0.0123,0.4545,0.6154,-1,-1,4,-0.942,0.3889,0.011900000000000022,0.011900000000000022,0.031200000000000006,0.35440000000000005,0.24670000000000014,-0.1076999999999999,3,6,-1,-0.032099999999999906,2.0,1.0,1.0,2,1,0
2016/2017_Lube_Sir S_8Round,2016/2017,8.0,Lube,Perugia,0.5385,0.5385,0.4545,0.5833,3.522,3.4528,0.5055,0.0692,0.4545,0.5833,1,1,3,-0.727,0.3889,0.5385,0.5385,0.5,0.5385,3.5382,3.7112,0.4808,-0.1731,0.5,0.5385,1,1,3,0.614,0.6111,0.0,0.0,0.024699999999999944,0.24230000000000002,-0.016199999999999992,-0.25839999999999996,0,0,0,-0.08399999999999996,2.0,1.0,1.0,2,2,0
2016/2017_Azimu_Gi Gr_9Round,2016/2017,9.0,Modena,Monza,0.4615,0.4615,0.4615,0.5,3.6397,3.2728,0.5275,0.3669,0.4615,0.5,6,1,3,-1.565,0.3889,0.4286,0.4286,0.4286,0.5,3.6133,3.3047,0.5159,0.3086,0.4286,0.5,5,1,4,0.647,0.6111,0.03290000000000004,0.03290000000000004,0.011599999999999944,0.05830000000000002,0.026399999999999757,-0.03189999999999982,0,1,0,-0.03849999999999998,1.0,2.0,-1.0,6,6,0
2016/2017_Diate_Veron_9Round,2016/2017,9.0,Trento,Verona,0.5385,0.5385,0.5385,0.5,3.7551,3.3997,0.5315,0.3554,0.5385,0.5,0,-1,3,-1.566,0.3889,0.5385,0.5385,0.5,0.5385,3.4505,3.5912,0.4835,-0.1408,0.5,0.5385,-6,-1,3,0.881,0.6111,0.0,0.0,0.04799999999999999,0.4962,0.3046000000000002,-0.1915,0,6,0,0.0,1.0,1.0,0.0,3,3,0
2016/2017_Emma _Sigma_9Round,2016/2017,9.0,Siena,Aversa,0.5455,0.5455,0.5,0.5455,3.4533,3.4533,0.5,0.0,0.5,0.5455,0,1,1,0.0,0.5,0.5455,0.5455,0.5,0.5455,3.726,3.4533,0.5152,0.2727,0.5,0.5455,3,1,1,0.0,0.5,0.0,0.0,-0.015199999999999991,-0.2727,-0.27269999999999994,0.0,0,-3,0,-0.045499999999999985,7.0,5.0,2.0,7,7,0
2016/2017_Kioen_Milan_9Round,2016/2017,9.0,Padova,Milano,0.4,0.4,0.4167,0.4615,3.3167,3.921,0.4701,-0.6043,0.4167,0.4615,-5,-2,5,-1.51,0.2778,0.6,0.6,0.4545,0.6429,3.4925,3.4824,0.5,0.01,0.4545,0.6429,0,1,5,1.49,0.7222,-0.19999999999999996,-0.19999999999999996,-0.029899999999999982,-0.6143,-0.17580000000000018,0.43859999999999966,-3,-5,-7,-0.2262,2.0,1.0,1.0,8,1,1
2016/2017_Diate_Lube_10Round,2016/2017,10.0,Trento,Lube,0.5,0.5,0.5,0.5,3.6781,3.3701,0.5306,0.308,0.5,0.5,0,-2,4,0.093,0.5,0.5,0.5,0.4167,0.5833,3.5619,3.5876,0.5,-0.0257,0.4167,0.5833,-1,-1,4,0.093,0.5,0.0,0.0,0.03059999999999996,0.3337,0.11620000000000008,-0.21750000000000025,-1,1,0,-0.08330000000000004,1.0,2.0,-1.0,4,4,1
2016/2017_Gi Gr_Sir S_10Round,2016/2017,10.0,Monza,Perugia,0.4667,0.4667,0.4286,0.5455,3.8424,3.2904,0.5278,0.552,0.4286,0.5455,3,2,5,0.765,0.5,0.5714,0.5714,0.5,0.5714,3.6616,3.7259,0.487,-0.0643,0.5,0.5714,1,2,4,-0.765,0.5,-0.10470000000000002,-0.10470000000000002,0.04080000000000006,0.6163000000000001,0.18080000000000007,-0.4355000000000002,0,2,-3,-0.14280000000000004,1.0,2.0,-1.0,5,2,0
2016/2017_Azimu_Diate_11Round,2016/2017,11.0,Modena,Trento,0.4286,0.4286,0.4286,0.5,3.5781,3.5173,0.5095,0.0609,0.4286,0.5,-3,-1,4,-1.922,0.3889,0.5333,0.5333,0.5333,0.5,3.8954,3.1438,0.5524,0.7515,0.5333,0.5,5,1,5,1.29,0.6111,-0.10470000000000002,-0.10470000000000002,-0.04290000000000005,-0.6906,-0.3172999999999999,0.37349999999999994,-2,-8,-6,-0.07140000000000002,2.0,1.0,1.0,9,3,1
2016/2017_Lube_Veron_11Round,2016/2017,11.0,Lube,Verona,0.4667,0.4667,0.4167,0.5385,3.3004,3.8214,0.4775,-0.521,0.4167,0.5385,-5,-2,5,2.657,0.7222,0.5714,0.5714,0.5,0.5714,3.4141,3.5361,0.4841,-0.122,0.5,0.5714,0,1,4,-2.79,0.2778,-0.10470000000000002,-0.10470000000000002,-0.006599999999999995,-0.399,-0.11370000000000013,0.28530000000000033,-3,-5,-2,-0.1547,1.0,2.0,-1.0,5,3,1
2016/2017_Diate_Gi Gr_12Round,2016/2017,12.0,Trento,Monza,0.5,0.4667,0.5333,0.4545,3.6425,3.5006,0.5305,0.1418,0.5333,0.4545,-4,-1,6,1.474,0.6111,0.4375,0.4667,0.4,0.5455,3.7133,3.391,0.5218,0.3222,0.4,0.5455,-1,-1,6,-1.208,0.3889,0.0625,0.0,0.00869999999999993,-0.18039999999999998,-0.07079999999999975,0.10959999999999992,0,-3,3,-0.012199999999999989,1.0,2.0,-1.0,3,6,0
2016/2017_Sir S_Veron_12Round,2016/2017,12.0,Perugia,Verona,0.6,0.6,0.5,0.6,3.6818,3.6343,0.4917,0.0475,0.5,0.6,1,3,5,2.069,0.6111,0.5333,0.5333,0.5,0.5333,3.3798,3.6794,0.4762,-0.2996,0.5,0.5333,-2,-1,5,-1.59,0.3889,0.06669999999999998,0.06669999999999998,0.015500000000000014,0.34709999999999996,0.30200000000000005,-0.045099999999999696,4,3,2,-0.033299999999999996,2.0,1.0,1.0,1,3,0
2016/2017_Azimu_Lube_13Round,2016/2017,13.0,Modena,Lube,0.4667,0.4667,0.4667,0.5,3.8137,3.364,0.5263,0.4497,0.4667,0.5,4,1,5,-0.645,0.5,0.5,0.4667,0.4615,0.5385,3.5114,3.6967,0.4875,-0.1853,0.4615,0.5385,2,1,6,0.226,0.5,-0.033299999999999996,0.0,0.0388,0.635,0.3022999999999998,-0.3327,0,2,-3,-0.07179999999999997,2.0,2.0,0.0,7,4,1
2016/2017_Kioen_Veron_13Round,2016/2017,13.0,Padova,Verona,0.4375,0.4667,0.4615,0.4615,3.6368,3.6627,0.488,-0.0259,0.4615,0.4615,4,1,6,-0.431,0.5,0.5625,0.5333,0.5,0.5625,3.3489,3.5849,0.4771,-0.236,0.5,0.5333,0,1,6,0.145,0.5,-0.125,-0.06659999999999999,0.010899999999999965,0.21009999999999998,0.28790000000000004,0.07779999999999987,0,4,-7,-0.07179999999999997,4.0,1.0,3.0,8,1,0
2016/2017_Milan_Sir S_13Round,2016/2017,13.0,Milano,Perugia,0.5625,0.5333,0.4545,0.6,3.3252,3.7673,0.4821,-0.4421,0.4545,0.6,-4,-1,6,-2.147,0.2778,0.5625,0.5333,0.4545,0.6,3.5868,3.5494,0.4918,0.0374,0.4545,0.6,0,-1,6,2.3,0.7222,0.0,0.0,-0.009700000000000042,-0.4795,-0.26160000000000005,0.2179000000000002,0,-4,0,-0.14549999999999996,4.0,1.0,3.0,2,2,0
2017/2018_Diate_Milan_1Round,2017/2018,1.0,Trento,Milano,0.4706,0.4,0.5,0.4545,3.5476,3.6856,0.5202,-0.138,0.4667,0.4545,-2,-2,7,1.74,0.6111,0.5294,0.4667,0.4167,0.6,3.3037,3.6435,0.4828,-0.3398,0.4167,0.6,0,-2,7,-0.942,0.3889,-0.05879999999999996,-0.06669999999999998,0.03739999999999999,0.20179999999999998,0.2439,0.042100000000000026,0,-2,0,-0.13329999999999997,0.0,0.0,0.0,1,1,0
2017/2018_Kioen_Sir S_1Round,2017/2018,1.0,Padova,Perugia,0.4118,0.4667,0.4286,0.4615,3.5432,3.5631,0.4883,-0.0199,0.4286,0.4615,0,-1,7,-2.853,0.2778,0.5882,0.6,0.4545,0.625,3.5048,3.4761,0.4921,0.0288,0.4545,0.6,0,1,7,2.7,0.7222,-0.17639999999999995,-0.13329999999999997,-0.00379999999999997,-0.0487,0.03840000000000021,0.08699999999999974,-2,0,0,-0.1714,0.0,0.0,0.0,2,2,1
2017/2018_Diate_Kioen_2Round,2017/2018,2.0,Trento,Padova,0.4444,0.4,0.4706,0.4545,3.6025,3.9734,0.5109,-0.371,0.4,0.4545,-2,-3,8,3.0,0.7222,0.4444,0.4667,0.4667,0.4615,3.5992,3.4809,0.4926,0.1183,0.4667,0.4615,1,1,8,-3.0,0.2778,0.0,-0.06669999999999998,0.01830000000000004,-0.4893,0.0032999999999998586,0.4924999999999997,-4,-3,-2,-0.0615,1.0,1.0,0.0,3,1,1
2017/2018_Gi Gr_Milan_2Round,2017/2018,2.0,Monza,Milano,0.4706,0.5333,0.4,0.5833,3.8491,3.3543,0.5283,0.4947,0.4,0.5833,2,1,7,-0.782,0.5,0.5556,0.4667,0.4167,0.625,3.6849,3.6749,0.4923,0.0099,0.4167,0.6,2,1,8,-0.229,0.5,-0.08499999999999996,0.06659999999999999,0.035999999999999976,0.48479999999999995,0.16420000000000012,-0.3206000000000002,0,0,-3,-0.19999999999999996,0.0,1.0,-1.0,4,1,0
2017/2018_Sir S_Veron_2Round,2017/2018,2.0,Perugia,Verona,0.5556,0.5333,0.4545,0.5882,3.4368,3.5484,0.4887,-0.1116,0.4545,0.6,-1,-1,8,2.069,0.6111,0.5882,0.5333,0.5,0.5882,3.322,3.5033,0.4781,-0.1814,0.5,0.5333,0,2,7,-1.59,0.3889,-0.03259999999999996,0.0,0.010599999999999998,0.0698,0.11479999999999979,0.04510000000000014,-3,-1,0,-0.07879999999999998,1.0,0.0,1.0,4,4,0
2017/2018_Azimu_Gi Gr_3Round,2017/2018,3.0,Modena,Monza,0.5,0.5333,0.5,0.5,4.0281,3.3365,0.5359,0.6916,0.5333,0.5,3,2,6,-1.565,0.3889,0.4444,0.5333,0.375,0.5833,3.8302,3.4565,0.5264,0.3738,0.4,0.5833,0,-1,8,0.647,0.6111,0.05559999999999998,0.0,0.009500000000000064,0.31779999999999997,0.1979000000000002,-0.1200000000000001,3,3,0,-0.050000000000000044,0.0,1.0,-1.0,5,5,1
2017/2018_Lube_Milan_3Round,2017/2018,3.0,Lube,Milano,0.4706,0.4667,0.4615,0.5,3.4469,3.9599,0.4771,-0.513,0.4615,0.5,-3,-1,7,0.786,0.6111,0.5789,0.5333,0.4167,0.6471,3.7088,3.7014,0.4928,0.0074,0.4167,0.6,0,2,9,-0.979,0.3889,-0.10829999999999995,-0.06659999999999999,-0.015699999999999992,-0.5204,-0.26190000000000024,0.2585000000000002,-3,-3,-5,-0.13849999999999996,0.0,1.0,-1.0,6,1,0
2017/2018_Centr_Emma _4Round,2017/2018,4.0,Brescia,Siena,0.5,0.5,0.5455,0.4545,3.7655,3.4655,0.5104,0.3,0.5455,0.4545,-1,-1,2,0.0,0.5,0.5,0.5,0.4545,0.5455,3.4155,3.5155,0.4881,-0.1,0.4545,0.5455,-2,-1,2,0.0,0.5,0.0,0.0,0.022299999999999986,0.4,0.34999999999999964,-0.04999999999999982,0,1,0,0.0,0.0,0.0,0.0,6,6,0
2017/2018_Kioen_Veron_4Round,2017/2018,4.0,Padova,Verona,0.4211,0.4667,0.4667,0.4286,3.5028,3.5566,0.4894,-0.0538,0.4667,0.4286,-1,-1,9,-0.431,0.5,0.6111,0.6,0.5,0.6111,3.432,3.4357,0.4835,-0.0037,0.5,0.6,1,3,8,0.145,0.5,-0.19,-0.13329999999999997,0.005900000000000016,-0.0501,0.0708000000000002,0.12089999999999979,-4,-2,0,-0.13329999999999997,2.0,2.0,0.0,2,2,1
2017/2018_Milan_Sir S_4Round,2017/2018,4.0,Milano,Perugia,0.6,0.5333,0.4167,0.6667,3.7291,3.7237,0.4932,0.0055,0.4167,0.6,0,3,10,-2.147,0.2778,0.5263,0.4667,0.4167,0.5882,3.3816,3.607,0.4856,-0.2254,0.4167,0.6,-1,-2,9,2.3,0.7222,0.07369999999999999,0.06659999999999999,0.007600000000000051,0.2309,0.3474999999999997,0.1166999999999998,5,1,6,-0.18329999999999996,1.0,2.0,-1.0,1,7,1
2017/2018_Pool _Sigma_4Round,2017/2018,4.0,Cantù,Aversa,0.5,0.5,0.5,0.5,3.4655,3.8155,0.4853,-0.35,0.5,0.5,0,1,2,0.0,0.5,0.5833,0.5833,0.5,0.5833,3.8655,3.4155,0.5245,0.45,0.5,0.5833,2,2,2,0.0,0.5,-0.08330000000000004,-0.08330000000000004,-0.03919999999999996,-0.8,-0.3999999999999999,0.3999999999999999,-1,-2,0,-0.08330000000000004,0.0,0.0,0.0,7,7,0
2017/2018_Azimu_Veron_5Round,2017/2018,5.0,Modena,Verona,0.5294,0.6,0.5294,0.5,4.0911,3.3124,0.5412,0.7787,0.6,0.5,2,3,7,2.0,0.7222,0.5789,0.5333,0.5,0.5789,3.3781,3.665,0.4771,-0.287,0.5,0.5333,-2,-1,9,-2.0,0.2778,-0.04949999999999999,0.06669999999999998,0.06409999999999999,1.0656999999999999,0.7130000000000001,-0.35260000000000025,4,4,0,0.06669999999999998,2.0,1.0,1.0,3,3,1
2017/2018_Centr_Pool _5Round,2017/2018,5.0,Brescia,Cantù,0.4615,0.4615,0.5,0.4545,3.7228,3.432,0.5105,0.2908,0.5,0.4545,0,-2,3,0.0,0.5,0.4615,0.4615,0.4545,0.5,3.2935,3.9789,0.4615,-0.6854,0.4545,0.5,-5,-1,3,0.0,0.5,0.0,0.0,0.04899999999999993,0.9762,0.4293,-0.5468999999999999,-1,5,0,0.0,1.0,1.0,0.0,8,8,1
2017/2018_Diate_Lube_5Round,2017/2018,5.0,Trento,Lube,0.4737,0.4667,0.5,0.4545,3.6473,3.782,0.5139,-0.1347,0.4667,0.4545,1,1,9,0.093,0.5,0.4444,0.4,0.4286,0.5,3.5264,3.914,0.4785,-0.3876,0.4286,0.5,0,-2,8,0.093,0.5,0.029299999999999993,0.06669999999999998,0.03540000000000004,0.2529,0.12089999999999979,-0.13200000000000012,3,1,5,-0.033299999999999996,3.0,2.0,1.0,4,9,1
2017/2018_Gi Gr_Sir S_5Round,2017/2018,5.0,Monza,Perugia,0.4211,0.4667,0.375,0.5385,3.6752,3.6805,0.5177,-0.0053,0.4,0.5385,-2,-2,9,0.765,0.5,0.5,0.4,0.4167,0.5556,3.3374,3.6539,0.4829,-0.3165,0.4167,0.5333,-1,-3,10,-0.765,0.5,-0.07890000000000003,0.06669999999999998,0.03480000000000005,0.3112,0.33779999999999966,0.026599999999999735,1,-1,0,-0.13329999999999997,2.0,1.0,1.0,9,9,0
2017/2018_Azimu_Lube_6Round,2017/2018,6.0,Modena,Lube,0.5556,0.6,0.5556,0.5,4.0131,3.2915,0.543,0.7217,0.6,0.5,1,4,8,-0.645,0.5,0.4211,0.4,0.4286,0.4667,3.4485,3.8797,0.476,-0.4313,0.4286,0.4667,-1,-3,9,0.226,0.5,0.1345,0.19999999999999996,0.06700000000000006,1.153,0.5645999999999995,-0.5882000000000001,7,2,8,0.13329999999999997,1.0,1.0,0.0,2,10,0
2017/2018_Diate_Veron_6Round,2017/2018,6.0,Trento,Verona,0.5,0.4667,0.5263,0.4545,3.6837,3.6332,0.5167,0.0505,0.5333,0.4545,1,2,10,-1.566,0.3889,0.55,0.5333,0.5,0.55,3.3347,3.6968,0.4746,-0.362,0.5,0.5333,-1,-2,10,0.881,0.6111,-0.050000000000000044,-0.06659999999999999,0.042100000000000026,0.4125,0.34899999999999975,-0.0636000000000001,4,2,3,0.0,1.0,1.0,0.0,2,5,0
2017/2018_Diate_Sir S_7Round,2017/2018,7.0,Trento,Perugia,0.4762,0.4667,0.5,0.4545,3.3989,3.9904,0.5032,-0.5915,0.4667,0.4545,-4,-1,11,-0.572,0.5,0.5238,0.4667,0.4167,0.5789,3.302,3.5341,0.4834,-0.2321,0.4167,0.5333,0,1,11,-0.572,0.5,-0.04760000000000003,0.0,0.019799999999999984,-0.35940000000000005,0.09689999999999976,0.45630000000000015,-2,-4,4,-0.06659999999999999,1.0,2.0,-1.0,2,6,0
2017/2018_Emma _Sigma_7Round,2017/2018,7.0,Siena,Aversa,0.5385,0.5385,0.4545,0.5833,3.3835,3.4805,0.4885,-0.0969,0.4545,0.5833,0,1,3,0.0,0.5,0.6154,0.6154,0.5,0.6154,4.0274,3.2451,0.5481,0.7823,0.5,0.6154,5,3,3,0.0,0.5,-0.07689999999999997,-0.07689999999999997,-0.05960000000000004,-0.8792,-0.6438999999999999,0.23540000000000028,-2,-5,0,-0.16089999999999993,3.0,3.0,0.0,7,7,1
2017/2018_Gi Gr_Kioen_7Round,2017/2018,7.0,Monza,Padova,0.4,0.4,0.3529,0.5385,3.5543,3.5582,0.5171,-0.004,0.4,0.5385,0,-3,10,1.594,0.7222,0.45,0.5333,0.5,0.4286,3.7269,3.4667,0.4967,0.2602,0.5333,0.4286,2,1,10,-1.747,0.2778,-0.04999999999999999,-0.13329999999999997,0.02040000000000003,-0.2642,-0.1726000000000001,0.09149999999999991,-4,-2,-9,-0.02859999999999996,2.0,3.0,-1.0,11,2,1
2017/2018_Azimu_Milan_8Round,2017/2018,8.0,Modena,Milano,0.5263,0.6,0.5263,0.5,3.5274,3.6995,0.524,-0.1721,0.6,0.5,-5,-1,9,-0.755,0.3889,0.619,0.6,0.4615,0.6667,3.7465,3.5853,0.4968,0.1612,0.4615,0.6,1,4,11,0.01,0.6111,-0.0927,0.0,0.027200000000000002,-0.33330000000000004,-0.21910000000000007,0.11419999999999986,-5,-6,-1,0.0,2.0,4.0,-2.0,2,1,1
