partido_id,temporada,jornada_num,local,visitante,h_win_rate_global,h_win_rate_last5,h_win_rate_home,h_win_rate_away,h_pts_fav_exp,h_pts_con_exp,h_set_win_rate,h_set_diff_exp,h_forma_home,h_forma_away,h_ultimo_set_diff,h_racha,h_n_partidos_hist,h_h2h_set_diff_exp,h_h2h_win_rate,a_win_rate_global,a_win_rate_last5,a_win_rate_home,a_win_rate_away,a_pts_fav_exp,a_pts_con_exp,a_set_win_rate,a_set_diff_exp,a_forma_home,a_forma_away,a_ultimo_set_diff,a_racha,a_n_partidos_hist,a_h2h_set_diff_exp,a_h2h_win_rate,diff_win_rate_global,diff_win_rate_last5,diff_set_win_rate,diff_set_diff_exp,diff_pts_fav_exp,diff_pts_con_exp,diff_racha,diff_ultimo_set_diff,diff_rank_season,diff_forma_efectiva,h_descanso,a_descanso,diff_descanso,h_rank_season,a_rank_season,gana_local
2020/2021_Lube_Milan_7Round,2020/2021,7.0,Lube,Milano,0.4545,0.4667,0.4062,0.5455,3.5676,3.0428,0.5275,0.5248,0.4667,0.6,0,1,34,0.786,0.6111,0.5,0.5333,0.3846,0.6154,3.9404,3.3425,0.4784,0.5979,0.4667,0.4667,4,1,32,-0.979,0.3889,-0.045499999999999985,-0.06659999999999999,0.04909999999999998,-0.07309999999999994,-0.3727999999999998,-0.29969999999999963,0,-4,4,0.0,1.0,1.0,0.0,6,10,1
2020/2021_Monza_Trent_7Round,2020/2021,7.0,Monza,Trento,0.5682,0.6667,0.4828,0.64,4.416,3.4243,0.5348,0.9917,0.6,0.6667,0,7,34,-1.208,0.3889,0.5556,0.4667,0.5,0.5862,3.5557,3.5044,0.4955,0.0514,0.5333,0.5333,4,1,35,1.474,0.6111,0.012600000000000056,0.19999999999999996,0.03930000000000006,0.9403,0.8603000000000005,-0.08009999999999984,6,-4,1,0.06669999999999998,2.0,1.0,1.0,1,2,1
2020/2021_Delta_Med S_8Round,2020/2021,8.0,Porto Viro,Macerata,0.5714,0.5714,0.5714,0.5,3.8039,3.5341,0.5216,0.2697,0.5714,0.5,1,3,4,0.0,0.5,0.5,0.5,0.5,0.5,3.5155,3.8655,0.4868,-0.35,0.5,0.5,0,1,2,0.0,0.5,0.07140000000000002,0.07140000000000002,0.03479999999999994,0.6196999999999999,0.2884000000000002,-0.3313999999999999,2,1,11,0.07140000000000002,3.0,0.0,3.0,7,18,0
2020/2021_Kioen_Piace_8Round,2020/2021,8.0,Padova,Piacenza,0.3636,0.4,0.4,0.3684,3.4531,3.3657,0.492,0.0874,0.4,0.4,1,1,34,-1.516,0.3889,0.5417,0.5333,0.5294,0.5294,3.3416,3.3877,0.4818,-0.0461,0.4667,0.5333,0,2,14,1.037,0.6111,-0.17809999999999998,-0.13329999999999997,0.010199999999999987,0.1335,0.11149999999999993,-0.02200000000000024,-1,1,-8,-0.13329999999999997,1.0,2.0,-1.0,10,2,1
2020/2021_Lube_Moden_8Round,2020/2021,8.0,Lube,Modena,0.4667,0.5333,0.4242,0.5455,3.8975,3.0611,0.5299,0.8364,0.4667,0.6,2,2,35,0.226,0.5,0.4186,0.4667,0.4324,0.4375,3.3565,3.5497,0.4938,-0.1932,0.4,0.4667,-1,-2,33,-0.645,0.5,0.048099999999999976,0.06659999999999999,0.03610000000000002,1.0296,0.5409999999999999,-0.4885999999999999,4,3,5,0.0,1.0,1.0,0.0,2,7,0
2020/2021_Milan_Sir S_8Round,2020/2021,8.0,Milano,Perugia,0.4884,0.4667,0.3846,0.5926,3.6953,3.7342,0.4757,-0.0389,0.4667,0.4667,-2,-1,33,-2.147,0.2778,0.5581,0.4667,0.4444,0.6,2.9015,3.8734,0.49,-0.972,0.5333,0.5333,-4,-2,33,2.3,0.7222,-0.06970000000000004,0.0,-0.01429999999999998,0.9330999999999999,0.7938000000000001,-0.1392000000000002,1,2,0,-0.06659999999999999,1.0,2.0,-1.0,11,11,0
2020/2021_Prata_Vigil_8Round,2020/2021,8.0,Prata di Pordenone,Fano,0.5,0.5,0.5,0.5,3.5421,3.5619,0.5046,-0.0197,0.5,0.5,-1,-2,4,0.0,0.5,0.4615,0.4615,0.4545,0.5,3.5405,3.8497,0.4734,-0.3092,0.4545,0.5,-4,-2,3,0.0,0.5,0.03849999999999998,0.03849999999999998,0.03120000000000006,0.2895,0.0015999999999998238,-0.28779999999999983,0,3,0,0.0,3.0,6.0,-3.0,19,19,0
2020/2021_Kioen_Milan_9Round,2020/2021,9.0,Padova,Milano,0.3778,0.4667,0.4167,0.3684,3.8168,3.5219,0.4938,0.2949,0.4667,0.4,1,2,35,-1.51,0.2778,0.4773,0.4,0.3704,0.5926,3.7535,3.7809,0.4763,-0.0274,0.4667,0.4667,0,-2,34,1.49,0.7222,-0.09949999999999998,0.06669999999999998,0.017500000000000016,0.3223,0.06330000000000036,-0.2589999999999999,4,1,4,0.0,1.0,1.0,0.0,8,12,1
2020/2021_Moden_Sir S_9Round,2020/2021,9.0,Modena,Perugia,0.4318,0.5333,0.4324,0.4706,3.7465,3.4191,0.497,0.3274,0.4,0.5333,2,1,34,-2.21,0.2778,0.5682,0.4667,0.4444,0.6111,3.194,3.879,0.4903,-0.6851,0.5333,0.5333,0,1,34,2.343,0.7222,-0.13640000000000002,0.06659999999999999,0.006699999999999984,1.0125000000000002,0.5525000000000002,-0.4599000000000002,0,2,7,-0.13329999999999997,1.0,1.0,0.0,2,9,1
2020/2021_Piace_Veron_9Round,2020/2021,9.0,Piacenza,Verona,0.52,0.5333,0.5294,0.5,3.4758,3.689,0.48,-0.2132,0.4667,0.4667,-1,-1,15,0.359,0.5,0.5682,0.5333,0.4545,0.5814,3.1095,4.0322,0.4888,-0.9227,0.4545,0.5333,-4,-1,34,-0.512,0.5,-0.04820000000000002,0.0,-0.00880000000000003,0.7095,0.36629999999999985,-0.3431999999999995,0,3,0,-0.06659999999999999,1.0,3.0,-2.0,3,3,0
2020/2021_Lube_Sir S_10Round,2020/2021,10.0,Lube,Perugia,0.4565,0.4667,0.4118,0.5455,3.6625,3.543,0.5261,0.1196,0.4667,0.6,-2,-1,36,-0.727,0.3889,0.5556,0.4667,0.4444,0.5946,3.1676,3.8836,0.4889,-0.716,0.5333,0.5333,-1,-1,35,0.614,0.6111,-0.09909999999999997,0.0,0.03720000000000001,0.8356,0.4948999999999999,-0.3405999999999998,0,-1,5,-0.06659999999999999,2.0,1.0,1.0,4,9,0
2020/2021_Med S_Prata_10Round,2020/2021,10.0,Macerata,Prata di Pordenone,0.5385,0.5385,0.5,0.5385,3.6882,3.7505,0.5043,-0.0623,0.5,0.5385,4,2,3,0.0,0.5,0.4667,0.4667,0.4545,0.5,3.3843,3.8004,0.4872,-0.4161,0.4545,0.5,-4,-3,5,0.0,0.5,0.07179999999999997,0.07179999999999997,0.01709999999999995,0.3538,0.30390000000000006,-0.04989999999999961,5,8,8,0.0,2.0,2.0,0.0,12,20,0
2020/2021_Milan_Trent_10Round,2020/2021,10.0,Milano,Trento,0.4667,0.4,0.3704,0.5714,3.7952,4.0478,0.4755,-0.2526,0.4667,0.4667,-1,-3,35,-0.942,0.3889,0.5435,0.4667,0.5,0.5667,3.6566,4.0899,0.4928,-0.4334,0.5333,0.4667,-2,-1,36,1.74,0.6111,-0.07679999999999998,-0.06669999999999998,-0.017300000000000038,0.18080000000000002,0.13859999999999983,-0.04210000000000047,-2,1,-8,0.0,1.0,3.0,-2.0,12,4,1
2020/2021_Moden_Veron_10Round,2020/2021,10.0,Modena,Verona,0.4444,0.5333,0.4474,0.4706,3.7903,3.3262,0.4985,0.464,0.4667,0.5333,1,2,35,2.0,0.7222,0.5778,0.5333,0.4545,0.5909,3.3414,3.9915,0.4891,-0.6501,0.4545,0.5333,0,1,35,-2.0,0.2778,-0.13339999999999996,0.0,0.00940000000000002,1.1141,0.44889999999999963,-0.6652999999999998,1,1,0,-0.06659999999999999,1.0,1.0,0.0,2,2,0
2020/2021_Monza_Piace_10Round,2020/2021,10.0,Monza,Piacenza,0.5778,0.6667,0.5,0.64,4.7286,3.5632,0.5367,1.1654,0.6,0.6667,2,8,35,-1.95,0.3889,0.5,0.4667,0.5,0.5,3.5748,3.7279,0.4809,-0.1531,0.4667,0.4667,0,-2,16,1.285,0.6111,0.07779999999999998,0.19999999999999996,0.05579999999999996,1.3185,1.1538,-0.16469999999999985,10,2,3,0.13329999999999997,3.0,1.0,2.0,1,4,0
2020/2021_Pinet_Siste_10Round,2020/2021,10.0,Pineto,Acicastello,0.4545,0.4545,0.5,0.4545,3.1805,3.726,0.4545,-0.5455,0.5,0.4545,-6,-1,1,0.0,0.5,0.5455,0.5455,0.5,0.5455,3.5442,3.4533,0.5065,0.0909,0.5,0.5455,1,1,1,0.0,0.5,-0.09099999999999997,-0.09099999999999997,-0.051999999999999935,-0.6364,-0.36370000000000013,0.27269999999999994,-2,-7,-8,-0.045499999999999985,4.0,5.0,-1.0,21,13,1
2020/2021_Cave _Prism_11Round,2020/2021,11.0,Lagonegro,Taranto,0.375,0.4667,0.381,0.4615,3.3577,3.3922,0.4729,-0.0344,0.4,0.4615,-1,-2,14,0.0,0.5,0.4615,0.4615,0.5,0.4615,3.4782,3.6328,0.5,-0.1546,0.5,0.4615,5,1,3,0.0,0.5,-0.08650000000000002,0.005199999999999982,-0.027100000000000013,0.12019999999999999,-0.12050000000000027,-0.24060000000000015,-3,-6,0,-0.0615,7.0,4.0,3.0,13,13,0
2020/2021_Grupp_Pool _11Round,2020/2021,11.0,Brescia,Cantù,0.5217,0.5333,0.5556,0.4667,3.7242,3.5864,0.5177,0.1378,0.5333,0.4667,3,1,13,0.0,0.5,0.5455,0.6,0.4286,0.6111,3.7379,3.0735,0.5101,0.6644,0.4286,0.6667,1,4,12,0.0,0.5,-0.023799999999999932,-0.06669999999999998,0.007600000000000051,-0.5266,-0.013699999999999601,0.5128999999999997,-3,2,-5,-0.13339999999999996,6.0,7.0,-1.0,10,5,0
2020/2021_Kioen_Veron_11Round,2020/2021,11.0,Padova,Verona,0.3913,0.5333,0.4324,0.3684,4.0753,3.6328,0.4955,0.4425,0.5333,0.4,1,3,36,-0.431,0.5,0.587,0.5333,0.4545,0.6,3.5056,3.9635,0.4893,-0.4579,0.4545,0.5333,0,2,36,0.145,0.5,-0.19569999999999999,0.0,0.006199999999999983,0.9004,0.5697000000000005,-0.33069999999999977,1,1,-4,0.0,2.0,1.0,1.0,6,2,0
2020/2021_Med S_Vigil_11Round,2020/2021,11.0,Macerata,Fano,0.5,0.5,0.4545,0.5385,3.4487,3.9313,0.4832,-0.4826,0.4545,0.5385,-5,-1,4,0.0,0.5,0.5,0.5,0.4545,0.5385,3.7493,3.6744,0.4916,0.0749,0.4545,0.5385,4,1,4,0.0,0.5,0.0,0.0,-0.008399999999999963,-0.5575,-0.30059999999999976,0.2568999999999999,-2,-9,0,-0.08399999999999996,1.0,3.0,-2.0,14,14,0
2020/2021_Milan_Piace_11Round,2020/2021,11.0,Milano,Piacenza,0.4783,0.4667,0.3929,0.5714,4.2948,3.064,0.4849,1.2308,0.4667,0.4667,6,1,36,-1.937,0.2778,0.5185,0.5333,0.5,0.5263,4.0256,3.1908,0.4948,0.8348,0.4667,0.5333,5,1,17,1.957,0.7222,-0.04019999999999996,-0.06659999999999999,-0.00990000000000002,0.3959999999999999,0.26920000000000055,-0.1267999999999998,0,1,-7,-0.06659999999999999,1.0,1.0,0.0,10,3,0
2020/2021_Monza_Sir S_11Round,2020/2021,11.0,Monza,Perugia,0.5652,0.6,0.4839,0.64,3.7784,4.1314,0.5288,-0.3531,0.5333,0.6667,-5,-1,36,0.765,0.5,0.5652,0.4667,0.4444,0.6053,3.8528,3.8875,0.4923,-0.0348,0.5333,0.5333,2,1,36,-0.765,0.5,0.0,0.13329999999999997,0.03650000000000003,-0.3183,-0.0743999999999998,0.2439,-2,-7,5,0.0,1.0,1.0,0.0,1,6,0
2021/2022_Cave _Delta_1Round,2021/2022,1.0,Lagonegro,Porto Viro,0.36,0.4,0.3636,0.4615,3.4874,3.5122,0.4743,-0.0248,0.4,0.4615,0,-3,15,0.0,0.5,0.5333,0.5333,0.5333,0.5,3.598,3.7778,0.5041,-0.1797,0.5333,0.5,-4,-1,5,0.0,0.5,-0.1733,-0.13329999999999997,-0.029799999999999993,0.1549,-0.11059999999999981,-0.26560000000000006,-2,4,0,-0.09999999999999998,0.0,0.0,0.0,1,1,0
2021/2022_Kioen_Lube_1Round,2021/2022,1.0,Padova,Lube,0.383,0.5333,0.4211,0.3684,4.0231,3.9476,0.4941,0.0754,0.5333,0.4,-1,-1,37,-2.412,0.3889,0.4468,0.4667,0.4,0.5455,3.7324,4.1206,0.5223,-0.3881,0.4,0.6,-2,-2,37,1.8,0.6111,-0.06379999999999997,0.06659999999999999,-0.028200000000000003,0.4635,0.2907000000000002,-0.1729999999999996,1,1,0,-0.06669999999999998,0.0,0.0,0.0,2,2,0
2021/2022_Leo S_Monza_1Round,2021/2022,1.0,Modena,Monza,0.4348,0.4667,0.4359,0.4706,3.8217,3.4949,0.4985,0.3268,0.4667,0.5333,0,-1,36,-1.565,0.3889,0.5532,0.5333,0.4688,0.64,3.5778,3.8264,0.5283,-0.2486,0.5333,0.6667,0,-2,37,0.647,0.6111,-0.1184,-0.06659999999999999,-0.029799999999999993,0.5753999999999999,0.2439,-0.33150000000000013,1,0,0,-0.19999999999999996,0.0,0.0,0.0,3,3,1
2021/2022_Med S_Prata_1Round,2021/2022,1.0,Macerata,Prata di Pordenone,0.4667,0.4667,0.4167,0.5385,3.608,4.0021,0.4848,-0.3941,0.4167,0.5385,0,-2,5,0.0,0.5,0.5,0.4667,0.4545,0.5333,3.69,3.4552,0.5082,0.2348,0.4545,0.5333,5,1,6,0.0,0.5,-0.033299999999999996,0.0,-0.023399999999999976,-0.6289,-0.08199999999999985,0.5469000000000004,-3,-5,0,-0.11659999999999998,0.0,0.0,0.0,4,4,1
2021/2022_Shedi_Wow G_1Round,2021/2022,1.0,Sorrento,Aversa,0.5,0.5,0.5,0.5,3.4986,3.4986,0.5,0.0,0.5,0.5,0,0,0,0.0,0.5,0.5625,0.5333,0.5,0.5714,3.8977,3.1411,0.5426,0.7567,0.5,0.5714,6,1,6,0.0,0.5,-0.0625,-0.033299999999999996,-0.04259999999999997,-0.7567,-0.3990999999999998,0.3575000000000004,-1,-6,0,-0.07140000000000002,7.0,0.0,7.0,5,5,0
2021/2022_Trent_Veron_1Round,2021/2022,1.0,Trento,Verona,0.5319,0.4667,0.5,0.5484,2.7836,4.5057,0.4844,-1.7222,0.5333,0.4667,-6,-2,37,-1.566,0.3889,0.5957,0.6,0.4545,0.6087,3.8581,3.9444,0.4911,-0.0863,0.4545,0.6,1,3,37,0.881,0.6111,-0.06379999999999997,-0.13329999999999997,-0.006699999999999984,-1.6359,-1.0745,0.5613000000000001,-5,-7,0,-0.06669999999999998,0.0,0.0,0.0,6,6,1
2021/2022_Consa_Gioie_2Round,2021/2022,2.0,Ravenna,Taranto,0.4545,0.4545,0.5,0.4545,3.5442,3.726,0.4909,-0.1818,0.5,0.4545,-2,-1,1,0.0,0.5,0.5,0.5,0.5,0.5,3.5239,3.6579,0.5,-0.134,0.5,0.5,0,2,4,0.0,0.5,-0.045499999999999985,-0.045499999999999985,-0.009099999999999997,-0.04779999999999998,0.020300000000000207,0.06809999999999983,-3,-2,0,0.0,0.0,0.0,0.0,7,7,0
2021/2022_Lube_Piace_2Round,2021/2022,2.0,Lube,Piacenza,0.4583,0.5333,0.4,0.5652,3.5448,3.818,0.5219,-0.2732,0.4,0.6,0,1,38,0.5,0.6111,0.5357,0.5333,0.5,0.55,4.1648,3.3753,0.4975,0.7895,0.4667,0.6,1,2,18,-1.265,0.3889,-0.07739999999999997,0.0,0.024400000000000033,-1.0627,-0.6199999999999997,0.44269999999999987,-1,-1,7,-0.19999999999999996,1.0,0.0,1.0,1,8,0
2021/2022_Milan_Monza_2Round,2021/2022,2.0,Milano,Monza,0.4681,0.4,0.3793,0.5714,4.1776,3.5472,0.4839,0.6304,0.4667,0.4667,-1,-1,37,-0.229,0.5,0.5417,0.4667,0.4688,0.6154,2.961,4.3235,0.5208,-1.3625,0.5333,0.6,-5,-3,38,-0.782,0.5,-0.07359999999999994,-0.06669999999999998,-0.036900000000000044,1.9929000000000001,1.2166000000000001,-0.7763,2,4,0,-0.13329999999999997,0.0,1.0,-1.0,9,9,0
2021/2022_Pinet_Prata_2Round,2021/2022,2.0,Pineto,Prata di Pordenone,0.5,0.5,0.5455,0.4545,3.1155,3.7655,0.4679,-0.65,0.5455,0.4545,1,1,2,0.0,0.5,0.4706,0.4,0.4545,0.5,3.7077,3.6507,0.5037,0.057,0.4545,0.4667,-1,-1,7,0.0,0.5,0.02939999999999998,0.09999999999999998,-0.035800000000000054,-0.7070000000000001,-0.5922000000000001,0.11479999999999979,2,2,0,0.07879999999999998,0.0,1.0,-1.0,10,10,1
2021/2022_Sir S_Veron_2Round,2021/2022,2.0,Perugia,Verona,0.5745,0.5333,0.4444,0.6154,3.6302,3.6547,0.4925,-0.0245,0.5333,0.6,0,2,37,2.069,0.6111,0.5833,0.5333,0.4545,0.5957,3.3958,4.4065,0.4856,-1.0107,0.4545,0.5333,-4,-1,38,-1.59,0.3889,-0.00880000000000003,0.0,0.006900000000000017,0.9862,0.23439999999999994,-0.7518000000000002,3,4,0,0.0,0.0,1.0,-1.0,11,11,1
2021/2022_Cave _Pool _3Round,2021/2022,3.0,Lagonegro,Cantù,0.3462,0.4,0.3478,0.4615,3.5831,3.7856,0.473,-0.2024,0.4,0.4615,-1,-4,16,0.0,0.5,0.5652,0.6667,0.4286,0.6316,3.7572,3.2752,0.5095,0.482,0.4286,0.6667,0,5,13,0.0,0.5,-0.21900000000000003,-0.26669999999999994,-0.03649999999999998,-0.6844,-0.17410000000000014,0.5104000000000002,-9,-1,0,-0.26669999999999994,2.0,0.0,2.0,12,12,1
2021/2022_Lube_Trent_3Round,2021/2022,3.0,Lube,Trento,0.449,0.4667,0.3889,0.5652,3.1733,4.3207,0.5157,-1.1474,0.4,0.6,-4,-1,39,0.093,0.5,0.5417,0.4667,0.5185,0.5484,3.5893,3.8516,0.4903,-0.2623,0.5333,0.4667,4,1,38,0.093,0.5,-0.09269999999999995,0.0,0.025400000000000034,-0.8851,-0.41600000000000037,0.4691000000000005,-2,-8,0,-0.06669999999999998,1.0,2.0,-1.0,1,1,1
2021/2022_Milan_Piace_3Round,2021/2022,3.0,Milano,Piacenza,0.4583,0.4,0.3667,0.5714,3.8582,3.8894,0.4814,-0.0312,0.4667,0.4667,-2,-2,38,-1.937,0.2778,0.5517,0.5333,0.5,0.5714,4.4656,3.1161,0.5072,1.3494,0.4667,0.6,4,3,19,1.957,0.7222,-0.09339999999999998,-0.13329999999999997,-0.02579999999999999,-1.3805999999999998,-0.6074000000000002,0.7733000000000003,-5,-6,-11,-0.13329999999999997,1.0,1.0,0.0,13,2,1
2021/2022_Kioen_Trent_4Round,2021/2022,4.0,Padova,Trento,0.375,0.5333,0.4103,0.3684,3.7494,3.6963,0.4942,0.0531,0.5333,0.4,0,-2,38,-3.0,0.2778,0.5306,0.4667,0.5185,0.5312,3.4434,4.3443,0.4865,-0.9009,0.5333,0.4,-3,-1,39,3.0,0.7222,-0.15559999999999996,0.06659999999999999,0.007699999999999985,0.9540000000000001,0.30600000000000005,-0.6479999999999997,-1,3,-12,0.13329999999999997,3.0,1.0,2.0,14,2,0
2021/2022_Leo S_Piace_4Round,2021/2022,4.0,Modena,Piacenza,0.4468,0.5333,0.45,0.4706,4.3169,2.9059,0.5057,1.411,0.5333,0.5333,5,1,37,2.406,0.7222,0.5333,0.5333,0.5,0.5455,4.0876,3.7264,0.5,0.3612,0.4667,0.5333,-3,-1,20,-2.253,0.2778,-0.08650000000000002,0.0,0.005700000000000038,1.0498,0.22930000000000028,-0.8205,2,8,0,0.0,3.0,1.0,2.0,3,3,0
2021/2022_Lube_Veron_4Round,2021/2022,4.0,Lube,Verona,0.46,0.4667,0.4054,0.5652,3.87,3.9573,0.5194,-0.0873,0.4667,0.6,3,1,40,2.657,0.7222,0.5714,0.5333,0.4545,0.5833,3.3072,4.2573,0.4844,-0.9501,0.4545,0.5333,-1,-2,39,-2.79,0.2778,-0.1114,-0.06659999999999999,0.034999999999999976,0.8627999999999999,0.5628000000000002,-0.2999999999999998,3,4,13,-0.06659999999999999,1.0,2.0,-1.0,1,14,1
2021/2022_Cave _Emma _5Round,2021/2022,5.0,Lagonegro,Siena,0.3704,0.4,0.375,0.4615,4.0316,3.2322,0.487,0.7995,0.4,0.4615,5,1,17,0.0,0.5,0.5455,0.4667,0.4444,0.6429,3.0499,4.1356,0.5,-1.0857,0.4,0.6429,-5,-2,12,0.0,0.5,-0.17509999999999998,-0.06669999999999998,-0.013000000000000012,1.8852000000000002,0.9817,-0.9034,3,10,10,-0.2429,2.0,0.0,2.0,4,14,1
2021/2022_Lube_Milan_5Round,2021/2022,5.0,Lube,Milano,0.4706,0.5333,0.4211,0.5652,3.8808,3.701,0.5204,0.1798,0.4667,0.6,1,2,41,0.786,0.6111,0.4694,0.4667,0.3871,0.5714,4.3489,3.6546,0.4861,0.6944,0.4667,0.4667,3,1,39,-0.979,0.3889,0.0012000000000000344,0.06659999999999999,0.0343,-0.5146000000000001,-0.4681000000000006,0.04640000000000022,1,-2,4,0.0,1.0,2.0,-1.0,1,5,0
2021/2022_Monza_Piace_5Round,2021/2022,5.0,Monza,Piacenza,0.551,0.4667,0.4688,0.6296,3.4787,3.96,0.5231,-0.4813,0.5333,0.6,2,1,39,-1.95,0.3889,0.5484,0.6,0.5,0.5652,4.4259,3.5593,0.5066,0.8666,0.4667,0.6,3,1,21,1.285,0.6111,0.0026000000000000467,-0.13329999999999997,0.01649999999999996,-1.3479,-0.9472000000000005,0.40070000000000006,0,-1,-4,-0.06669999999999998,3.0,1.0,2.0,6,2,1
2021/2022_Prata_Vigil_5Round,2021/2022,5.0,Prata di Pordenone,Fano,0.4444,0.4,0.4545,0.4706,3.3234,3.947,0.4857,-0.6236,0.4545,0.4,-5,-2,8,0.0,0.5,0.5333,0.5333,0.4545,0.5714,3.8535,3.7923,0.4924,0.0611,0.4545,0.5714,0,2,5,0.0,0.5,-0.08889999999999998,-0.13329999999999997,-0.006699999999999984,-0.6847000000000001,-0.5301,0.15470000000000006,-4,-5,0,-0.1169,3.0,0.0,3.0,14,14,0
2021/2022_Sir S_Trent_5Round,2021/2022,5.0,Perugia,Trento,0.5833,0.6,0.4737,0.6154,3.7103,3.4901,0.4941,0.2203,0.5333,0.6,1,3,38,-0.572,0.5,0.54,0.4667,0.5185,0.5455,4.0601,3.974,0.4908,0.0861,0.5333,0.4667,3,1,40,-0.572,0.5,0.043300000000000005,0.13329999999999997,0.0032999999999999696,0.13419999999999999,-0.3498000000000001,-0.4839000000000002,2,-2,-5,0.06659999999999999,3.0,1.0,2.0,7,2,1
2021/2022_Delta_Pool _6Round,2021/2022,6.0,Porto Viro,Cantù,0.5625,0.6,0.5333,0.5455,3.7458,3.7749,0.5075,-0.029,0.5333,0.5455,1,1,6,0.0,0.5,0.5417,0.6,0.4286,0.6,3.2482,3.775,0.4939,-0.5268,0.4286,0.6,-5,-1,14,0.0,0.5,0.02080000000000004,0.0,0.013599999999999945,0.4978,0.4975999999999998,-9.999999999976694e-05,2,6,7,-0.06669999999999998,5.0,3.0,2.0,8,15,0
2021/2022_Leo S_Lube_6Round,2021/2022,6.0,Modena,Lube,0.4375,0.5333,0.439,0.4706,3.9562,3.6755,0.5014,0.2808,0.4667,0.5333,-3,-1,38,-0.645,0.5,0.4615,0.5333,0.4103,0.5652,3.6466,3.5202,0.5201,0.1264,0.4667,0.6,0,-1,42,0.226,0.5,-0.02400000000000002,0.0,-0.01870000000000005,0.15439999999999998,0.3096000000000001,0.1553,0,-3,-7,-0.13329999999999997,2.0,1.0,1.0,8,1,1
2021/2022_Milan_Sir S_6Round,2021/2022,6.0,Milano,Perugia,0.48,0.5333,0.3871,0.5862,3.9772,3.4887,0.4863,0.4886,0.4667,0.4667,0,2,40,-2.147,0.2778,0.5918,0.6,0.5,0.6154,4.2449,3.1348,0.5,1.1101,0.5333,0.6,4,4,39,2.3,0.7222,-0.11180000000000001,-0.06669999999999998,-0.01369999999999999,-0.6215000000000002,-0.2677000000000005,0.3539000000000003,-2,-4,0,-0.13329999999999997,1.0,1.0,0.0,2,2,1
2021/2022_Monza_Trent_6Round,2021/2022,6.0,Monza,Trento,0.56,0.4667,0.4848,0.6296,4.085,2.9836,0.5308,1.1013,0.5333,0.6,6,2,40,-1.208,0.3889,0.5294,0.4667,0.5185,0.5294,3.5321,4.4363,0.4858,-0.9041,0.5333,0.4,-4,-1,41,1.474,0.6111,0.03060000000000007,0.0,0.04500000000000004,2.0054,0.5529000000000002,-1.4527,3,10,0,0.13329999999999997,1.0,1.0,0.0,3,3,0
2021/2022_Emma _Grupp_7Round,2021/2022,7.0,Siena,Brescia,0.5217,0.4,0.4444,0.6,3.0886,4.3848,0.4911,-1.2962,0.4,0.6,-3,-3,13,0.0,0.5,0.5,0.4667,0.5263,0.4667,3.7493,3.6498,0.5168,0.0995,0.4667,0.4667,0,-1,14,0.0,0.5,0.021700000000000053,-0.06669999999999998,-0.025700000000000056,-1.3957,-0.6606999999999998,0.7350000000000003,-2,-3,0,-0.06669999999999998,2.0,0.0,2.0,16,16,0
2021/2022_Kioen_Piace_7Round,2021/2022,7.0,Padova,Piacenza,0.3673,0.4667,0.4,0.3684,3.556,4.235,0.4902,-0.679,0.4667,0.4,-3,-3,39,-1.516,0.3889,0.5312,0.5333,0.5,0.5417,3.4358,4.0577,0.4936,-0.6219,0.4667,0.5333,-6,-1,22,1.037,0.6111,-0.1639,-0.06659999999999999,-0.0033999999999999586,-0.05710000000000004,0.12020000000000008,0.17730000000000068,-2,3,-13,-0.06659999999999999,3.0,2.0,1.0,17,4,1
2021/2022_Leo S_Trent_7Round,2021/2022,7.0,Modena,Trento,0.449,0.5333,0.4524,0.4706,4.4179,3.2652,0.5068,1.1527,0.5333,0.5333,4,1,39,-1.922,0.3889,0.5385,0.5333,0.5185,0.5429,3.6437,4.2795,0.4861,-0.6359,0.5333,0.4667,0,1,42,1.29,0.6111,-0.08949999999999997,0.0,0.02070000000000005,1.7886000000000002,0.7742000000000004,-1.0142999999999995,0,4,-3,0.06659999999999999,1.0,1.0,0.0,4,1,1
2021/2022_Milan_Veron_7Round,2021/2022,7.0,Milano,Verona,0.4902,0.5333,0.4062,0.5862,3.9562,3.3714,0.4879,0.5848,0.5333,0.4667,1,3,41,-1.075,0.3889,0.56,0.4667,0.4545,0.5714,3.2443,4.1527,0.4833,-0.9085,0.4545,0.4667,-1,-3,40,1.607,0.6111,-0.06980000000000003,0.06659999999999999,0.004599999999999993,1.4933,0.7119,-0.7813000000000003,6,2,17,0.06659999999999999,1.0,3.0,-2.0,1,18,1
2021/2022_Delta_Emma _8Round,2021/2022,8.0,Porto Viro,Siena,0.5294,0.5333,0.5,0.5455,3.627,3.7729,0.5036,-0.1459,0.5333,0.5455,-1,-1,7,0.0,0.5,0.5,0.4,0.4211,0.6,3.1151,4.2266,0.4886,-1.1114,0.3333,0.6,-1,-4,14,0.0,0.5,0.02939999999999998,0.13329999999999997,0.015000000000000069,0.9654999999999999,0.5118999999999998,-0.45370000000000044,3,0,9,-0.06669999999999998,2.0,1.0,1.0,9,18,1
