partido_id,temporada,local,visitante,gana_local,prob_local,prob_visit,pred_winner,correct,confidence
2021/2022_Kioen_Milan_10Round,2021/2022,Padova,Milano,0,0.3538,0.6462,Milano,1,0.2925
2021/2022_Piace_Trent_10Round,2021/2022,Piacenza,Trento,0,0.2503,0.7497,Trento,1,0.4994
2021/2022_Kioen_Veron_11Round,2021/2022,Padova,Verona,1,0.5162,0.4838,Padova,1,0.0325
2021/2022_Leo S_Milan_11Round,2021/2022,Modena,Milano,1,0.4443,0.5557,Milano,0,0.1114
2021/2022_Lube_Monza_11Round,2021/2022,Lube,Monza,0,0.3978,0.6022,Monza,1,0.2043
2021/2022_Piace_Sir S_11Round,2021/2022,Piacenza,Perugia,0,0.2316,0.7684,Perugia,1,0.5367
2021/2022_Shedi_Siste_11Round,2021/2022,Sorrento,Acicastello,0,0.3366,0.6634,Acicastello,1,0.3267
2021/2022_Emma _Pool _12Round,2021/2022,Siena,Cantù,0,0.3734,0.6266,Cantù,1,0.2531
2021/2022_Milan_Trent_12Round,2021/2022,Milano,Trento,0,0.5618,0.4382,Milano,0,0.1236
2021/2022_Monza_Sir S_12Round,2021/2022,Monza,Perugia,0,0.4114,0.5886,Perugia,1,0.1772
2021/2022_Piace_Veron_12Round,2021/2022,Piacenza,Verona,1,0.417,0.583,Verona,0,0.166
2021/2022_Pinet_Vigil_12Round,2021/2022,Pineto,Fano,1,0.368,0.632,Fano,0,0.2641
2021/2022_Grupp_Pool _13Round,2021/2022,Brescia,Cantù,1,0.4638,0.5362,Cantù,0,0.0724
2021/2022_Kioen_Leo S_13Round,2021/2022,Padova,Modena,0,0.4377,0.5623,Modena,1,0.1247
2021/2022_Lube_Sir S_13Round,2021/2022,Lube,Perugia,1,0.3671,0.6329,Perugia,0,0.2657
2021/2022_Med S_Vigil_13Round,2021/2022,Macerata,Fano,1,0.3235,0.6765,Fano,0,0.3529
2021/2022_Monza_Veron_13Round,2021/2022,Monza,Verona,1,0.5377,0.4623,Monza,1,0.0754
2022/2023_Delta_Prata_1Round,2022/2023,Porto Viro,Prata di Pordenone,1,0.5569,0.4431,Porto Viro,1,0.1139
2022/2023_Moden_Padov_1Round,2022/2023,Modena,Padova,1,0.7063,0.2937,Modena,1,0.4126
2022/2023_Monza_Sir S_1Round,2022/2023,Monza,Perugia,0,0.5362,0.4638,Monza,0,0.0724
2022/2023_Piace_Veron_1Round,2022/2023,Piacenza,Verona,0,0.4553,0.5447,Verona,1,0.0894
2022/2023_Pinet_Vigil_1Round,2022/2023,Pineto,Fano,1,0.574,0.426,Pineto,1,0.1479
2022/2023_Conso_Delta_2Round,2022/2023,Brescia,Porto Viro,1,0.5147,0.4853,Brescia,1,0.0295
2022/2023_Lube_Padov_2Round,2022/2023,Lube,Padova,0,0.7157,0.2843,Lube,0,0.4314
2022/2023_Milan_Monza_2Round,2022/2023,Milano,Monza,0,0.5022,0.4978,Milano,0,0.0044
2022/2023_Moden_Piace_2Round,2022/2023,Modena,Piacenza,0,0.6566,0.3434,Modena,0,0.3132
2022/2023_Trent_Veron_2Round,2022/2023,Trento,Verona,1,0.486,0.514,Verona,0,0.028
2022/2023_Lube_Moden_3Round,2022/2023,Lube,Modena,1,0.4825,0.5175,Modena,0,0.035
2022/2023_Med S_Pinet_3Round,2022/2023,Macerata,Pineto,1,0.6363,0.3637,Macerata,1,0.2727
2022/2023_Piace_Trent_3Round,2022/2023,Piacenza,Trento,0,0.2626,0.7374,Trento,1,0.4748
2022/2023_Sir S_Veron_3Round,2022/2023,Perugia,Verona,0,0.4924,0.5076,Verona,1,0.0153
2022/2023_Lube_Monza_4Round,2022/2023,Lube,Monza,1,0.4749,0.5251,Monza,0,0.0502
2022/2023_Milan_Moden_4Round,2022/2023,Milano,Modena,1,0.5836,0.4164,Milano,1,0.1673
2022/2023_Padov_Sir S_4Round,2022/2023,Padova,Perugia,1,0.306,0.694,Perugia,0,0.3881
2022/2023_Cave _Pool _5Round,2022/2023,Lagonegro,Cantù,1,0.5395,0.4605,Lagonegro,1,0.079
2022/2023_Farmi_Shedi_5Round,2022/2023,Catania,Sorrento,0,0.2068,0.7932,Sorrento,1,0.5863
2022/2023_Lube_Trent_5Round,2022/2023,Lube,Trento,0,0.4438,0.5562,Trento,1,0.1124
2022/2023_Milan_Veron_5Round,2022/2023,Milano,Verona,0,0.5401,0.4599,Milano,0,0.0802
2022/2023_Moden_Sir S_5Round,2022/2023,Modena,Perugia,1,0.4024,0.5976,Perugia,0,0.1951
2022/2023_Monza_Piace_5Round,2022/2023,Monza,Piacenza,0,0.4724,0.5276,Piacenza,1,0.0552
2022/2023_Consa_Conso_6Round,2022/2023,Ravenna,Brescia,0,0.3867,0.6133,Brescia,1,0.2265
2022/2023_Lube_Veron_6Round,2022/2023,Lube,Verona,1,0.7655,0.2345,Lube,1,0.5309
2022/2023_Milan_Sir S_6Round,2022/2023,Milano,Perugia,0,0.303,0.697,Perugia,1,0.394
2022/2023_Monza_Trent_6Round,2022/2023,Monza,Trento,0,0.3561,0.6439,Trento,1,0.2877
2022/2023_Pool _Prata_6Round,2022/2023,Cantù,Prata di Pordenone,1,0.5036,0.4964,Cantù,1,0.0072
2022/2023_Cave _Consa_7Round,2022/2023,Lagonegro,Ravenna,1,0.7102,0.2898,Lagonegro,1,0.4204
2022/2023_Farmi_Wow G_7Round,2022/2023,Catania,Aversa,0,0.3356,0.6644,Aversa,1,0.3287
2022/2023_Milan_Padov_7Round,2022/2023,Milano,Padova,0,0.5935,0.4065,Milano,0,0.187
2022/2023_Monza_Veron_7Round,2022/2023,Monza,Verona,1,0.4786,0.5214,Verona,0,0.0428
2022/2023_Piace_Sir S_7Round,2022/2023,Piacenza,Perugia,0,0.2317,0.7683,Perugia,1,0.5367
2022/2023_Cave _Conso_8Round,2022/2023,Lagonegro,Brescia,1,0.6491,0.3509,Lagonegro,1,0.2981
2022/2023_Consa_Prata_8Round,2022/2023,Ravenna,Prata di Pordenone,1,0.5401,0.4599,Ravenna,1,0.0802
2022/2023_Milan_Piace_8Round,2022/2023,Milano,Piacenza,1,0.3754,0.6246,Piacenza,0,0.2492
2022/2023_Padov_Veron_8Round,2022/2023,Padova,Verona,1,0.5622,0.4378,Padova,1,0.1244
2022/2023_Sir S_Trent_8Round,2022/2023,Perugia,Trento,1,0.316,0.684,Trento,0,0.3679
2022/2023_Consa_Pool _9Round,2022/2023,Ravenna,Cantù,0,0.4942,0.5058,Cantù,1,0.0116
2022/2023_Emma _Gioie_9Round,2022/2023,Siena,Taranto,0,0.5382,0.4618,Siena,0,0.0764
2022/2023_Lube_Piace_9Round,2022/2023,Lube,Piacenza,0,0.593,0.407,Lube,0,0.1861
2022/2023_Milan_Trent_9Round,2022/2023,Milano,Trento,0,0.3495,0.6505,Trento,1,0.3011
2022/2023_Moden_Veron_9Round,2022/2023,Modena,Verona,1,0.6221,0.3779,Modena,1,0.2441
2022/2023_Monza_Padov_9Round,2022/2023,Monza,Padova,0,0.6354,0.3646,Monza,0,0.2708
2022/2023_Conso_Prata_10Round,2022/2023,Brescia,Prata di Pordenone,0,0.5802,0.4198,Brescia,0,0.1603
2022/2023_Lube_Milan_10Round,2022/2023,Lube,Milano,1,0.5544,0.4456,Lube,1,0.1088
2022/2023_Moden_Monza_10Round,2022/2023,Modena,Monza,0,0.4091,0.5909,Monza,1,0.1818
2022/2023_Padov_Trent_10Round,2022/2023,Padova,Trento,1,0.4015,0.5985,Trento,0,0.1969
2022/2023_Banca_Videx_11Round,2022/2023,Cuneo,Grottazzolina,1,0.6528,0.3472,Cuneo,1,0.3056
2022/2023_Delta_Pool _11Round,2022/2023,Porto Viro,Cantù,0,0.2546,0.7454,Cantù,1,0.4908
2022/2023_Lube_Sir S_11Round,2022/2023,Lube,Perugia,1,0.5007,0.4993,Lube,1,0.0013
2022/2023_Med S_Vigil_11Round,2022/2023,Macerata,Fano,1,0.4431,0.5569,Fano,0,0.1139
2022/2023_Moden_Trent_11Round,2022/2023,Modena,Trento,1,0.3426,0.6574,Trento,0,0.3148
2022/2023_Padov_Piace_11Round,2022/2023,Padova,Piacenza,0,0.565,0.435,Padova,0,0.13
2022/2023_Shedi_Wow G_11Round,2022/2023,Sorrento,Aversa,0,0.3058,0.6942,Aversa,1,0.3884
2022/2023_Cave _Delta_12Round,2022/2023,Lagonegro,Porto Viro,1,0.5991,0.4009,Lagonegro,1,0.1982
2022/2023_Conso_Pool _12Round,2022/2023,Brescia,Cantù,0,0.4248,0.5752,Cantù,1,0.1504
2022/2023_Cave _Prata_13Round,2022/2023,Lagonegro,Prata di Pordenone,1,0.7515,0.2485,Lagonegro,1,0.5031
2022/2023_Consa_Delta_13Round,2022/2023,Ravenna,Porto Viro,0,0.3499,0.6501,Porto Viro,1,0.3001
2023/2024_Ciste_Trent_1Round,2023/2024,Cisterna,Trento,1,0.0722,0.9278,Trento,0,0.8557
2023/2024_Delta_Raven_1Round,2023/2024,Porto Viro,Ravenna,0,0.5287,0.4713,Porto Viro,0,0.0574
2023/2024_Grott_Pulis_1Round,2023/2024,Grottazzolina,Cuneo,1,0.6852,0.3148,Grottazzolina,1,0.3705
2023/2024_Lube_Mint _1Round,2023/2024,Lube,Monza,0,0.6398,0.3602,Lube,0,0.2796
2023/2024_Milan_Moden_1Round,2023/2024,Milano,Modena,1,0.6057,0.3943,Milano,1,0.2114
2023/2024_Padov_Piace_1Round,2023/2024,Padova,Piacenza,1,0.6398,0.3602,Padova,1,0.2795
2023/2024_Pool _WOW G_1Round,2023/2024,Cantù,Aversa,0,0.5249,0.4751,Cantù,0,0.0497
2023/2024_Conso_Pinet_2Round,2023/2024,Brescia,Pineto,1,0.5836,0.4164,Brescia,1,0.1672
2023/2024_Emma _Prata_2Round,2023/2024,Siena,Prata di Pordenone,0,0.4777,0.5223,Prata di Pordenone,1,0.0446
2023/2024_Lube_Padov_2Round,2023/2024,Lube,Padova,0,0.7089,0.2911,Lube,0,0.4179
2023/2024_Milan_Piace_2Round,2023/2024,Milano,Piacenza,0,0.4425,0.5575,Piacenza,1,0.1149
2023/2024_Mint _Sir S_2Round,2023/2024,Monza,Perugia,0,0.4866,0.5134,Perugia,1,0.0267
2023/2024_Moden_Veron_2Round,2023/2024,Modena,Verona,0,0.678,0.322,Modena,0,0.3561
2023/2024_Ciste_Milan_3Round,2023/2024,Cisterna,Milano,1,0.145,0.855,Milano,0,0.7101
2023/2024_Conso_Delta_3Round,2023/2024,Brescia,Porto Viro,1,0.4768,0.5232,Porto Viro,0,0.0464
2023/2024_Emma _Pinet_3Round,2023/2024,Siena,Pineto,0,0.5805,0.4195,Siena,0,0.1609
2023/2024_Lube_Sir S_3Round,2023/2024,Lube,Perugia,1,0.5099,0.4901,Lube,1,0.0198
2023/2024_Mint _Moden_3Round,2023/2024,Monza,Modena,0,0.7172,0.2828,Monza,0,0.4344
2023/2024_Pool _Raven_3Round,2023/2024,Cantù,Ravenna,0,0.598,0.402,Cantù,0,0.1959
2023/2024_Trent_Veron_3Round,2023/2024,Trento,Verona,0,0.3567,0.6433,Verona,1,0.2865
2023/2024_Ciste_Padov_4Round,2023/2024,Cisterna,Padova,1,0.3658,0.6342,Padova,0,0.2683
2023/2024_Lagon_Shedi_4Round,2023/2024,Lagonegro,Sorrento,0,0.6995,0.3005,Lagonegro,0,0.3991
2023/2024_Lube_Milan_4Round,2023/2024,Lube,Milano,1,0.5881,0.4119,Lube,1,0.1762
2023/2024_Moden_Sir S_4Round,2023/2024,Modena,Perugia,0,0.432,0.568,Perugia,1,0.136
2023/2024_Piace_Trent_4Round,2023/2024,Piacenza,Trento,0,0.3005,0.6995,Trento,1,0.399
2023/2024_Pool _Prata_4Round,2023/2024,Cantù,Prata di Pordenone,1,0.6526,0.3474,Cantù,1,0.3051
2023/2024_Ciste_Piace_5Round,2023/2024,Cisterna,Piacenza,1,0.3243,0.6757,Piacenza,0,0.3513
2023/2024_Conso_Raven_5Round,2023/2024,Brescia,Ravenna,0,0.5546,0.4454,Brescia,0,0.1092
2023/2024_Emma _Pool _5Round,2023/2024,Siena,Cantù,0,0.4472,0.5528,Cantù,1,0.1057
2023/2024_Milan_Trent_5Round,2023/2024,Milano,Trento,1,0.3625,0.6375,Trento,0,0.275
2023/2024_Mint _Veron_5Round,2023/2024,Monza,Verona,0,0.3164,0.6836,Verona,1,0.3672
2023/2024_Moden_Padov_5Round,2023/2024,Modena,Padova,1,0.6673,0.3327,Modena,1,0.3345
2023/2024_Prata_WOW G_5Round,2023/2024,Prata di Pordenone,Aversa,0,0.5793,0.4207,Prata di Pordenone,0,0.1586
2023/2024_Shedi_Smart_5Round,2023/2024,Sorrento,Fano,1,0.4456,0.5544,Fano,0,0.1088
2023/2024_Banca_Lagon_6Round,2023/2024,Macerata,Lagonegro,1,0.5677,0.4323,Macerata,1,0.1354
2023/2024_Conso_Emma _6Round,2023/2024,Brescia,Siena,0,0.547,0.453,Brescia,0,0.0939
2023/2024_Lube_Moden_6Round,2023/2024,Lube,Modena,0,0.584,0.416,Lube,0,0.1681
2023/2024_Mint _Trent_6Round,2023/2024,Monza,Trento,0,0.4023,0.5977,Trento,1,0.1954
2023/2024_Padov_Veron_6Round,2023/2024,Padova,Verona,1,0.5534,0.4466,Padova,1,0.1069
2023/2024_Piace_Sir S_6Round,2023/2024,Piacenza,Perugia,1,0.3732,0.6268,Perugia,0,0.2536
2023/2024_Pinet_WOW G_6Round,2023/2024,Pineto,Aversa,0,0.3316,0.6684,Aversa,1,0.3368
2023/2024_Ciste_Moden_7Round,2023/2024,Cisterna,Modena,1,0.3076,0.6924,Modena,0,0.3849
2023/2024_Delta_Pinet_7Round,2023/2024,Porto Viro,Pineto,1,0.5022,0.4978,Porto Viro,1,0.0043
2023/2024_Emma _Raven_7Round,2023/2024,Siena,Ravenna,0,0.4752,0.5248,Ravenna,1,0.0497
2023/2024_Lagon_Smart_7Round,2023/2024,Lagonegro,Fano,1,0.6457,0.3543,Lagonegro,1,0.2913
2023/2024_Milan_Padov_7Round,2023/2024,Milano,Padova,1,0.7447,0.2553,Milano,1,0.4895
2023/2024_Mint _Piace_7Round,2023/2024,Monza,Piacenza,0,0.4381,0.5619,Piacenza,1,0.1238
2023/2024_Sir S_Veron_7Round,2023/2024,Perugia,Verona,0,0.4586,0.5414,Verona,1,0.0829
2023/2024_Ciste_Sir S_8Round,2023/2024,Cisterna,Perugia,0,0.3061,0.6939,Perugia,1,0.3877
2023/2024_Lube_Trent_8Round,2023/2024,Lube,Trento,0,0.4832,0.5168,Trento,1,0.0337
2023/2024_Milan_Mint _8Round,2023/2024,Milano,Monza,0,0.4883,0.5117,Monza,1,0.0233
2023/2024_Piace_Veron_8Round,2023/2024,Piacenza,Verona,1,0.4716,0.5284,Verona,0,0.0568
2023/2024_Pinet_Prata_8Round,2023/2024,Pineto,Prata di Pordenone,0,0.605,0.395,Pineto,0,0.21
2023/2024_Raven_WOW G_8Round,2023/2024,Ravenna,Aversa,1,0.4797,0.5203,Aversa,0,0.0406
2023/2024_Banca_Shedi_9Round,2023/2024,Macerata,Sorrento,0,0.5971,0.4029,Macerata,0,0.1942
2023/2024_Ciste_Lube_9Round,2023/2024,Cisterna,Lube,0,0.2994,0.7006,Lube,1,0.4012
2023/2024_Conso_Prata_9Round,2023/2024,Brescia,Prata di Pordenone,1,0.5469,0.4531,Brescia,1,0.0938
2023/2024_Delta_WOW G_9Round,2023/2024,Porto Viro,Aversa,0,0.4019,0.5981,Aversa,1,0.1961
2023/2024_Milan_Veron_9Round,2023/2024,Milano,Verona,1,0.3972,0.6028,Verona,0,0.2056
2023/2024_Moden_Trent_9Round,2023/2024,Modena,Trento,1,0.3709,0.6291,Trento,0,0.2583
2023/2024_Padov_Sir S_9Round,2023/2024,Padova,Perugia,0,0.5235,0.4765,Padova,0,0.0471
2023/2024_Banca_Smart_10Round,2023/2024,Macerata,Fano,1,0.6236,0.3764,Macerata,1,0.2471
2023/2024_Ciste_Veron_10Round,2023/2024,Cisterna,Verona,0,0.3041,0.6959,Verona,1,0.3919
2023/2024_Conso_Pool _10Round,2023/2024,Brescia,Cantù,1,0.5554,0.4446,Brescia,1,0.1109
2023/2024_Lube_Piace_10Round,2023/2024,Lube,Piacenza,0,0.5766,0.4234,Lube,0,0.1531
2023/2024_Mint _Padov_10Round,2023/2024,Monza,Padova,1,0.6115,0.3885,Monza,1,0.2231
2023/2024_Prata_Raven_10Round,2023/2024,Prata di Pordenone,Ravenna,1,0.445,0.555,Ravenna,0,0.11
2023/2024_Sir S_Trent_10Round,2023/2024,Perugia,Trento,1,0.4906,0.5094,Trento,0,0.0187
2023/2024_Ciste_Mint _11Round,2023/2024,Cisterna,Monza,1,0.2643,0.7357,Monza,0,0.4715
2023/2024_Delta_Pool _11Round,2023/2024,Porto Viro,Cantù,1,0.3771,0.6229,Cantù,0,0.2459
2023/2024_Emma _WOW G_11Round,2023/2024,Siena,Aversa,1,0.3458,0.6542,Aversa,0,0.3084
2023/2024_Farmi_Gioie_11Round,2023/2024,Catania,Taranto,1,0.4386,0.5614,Taranto,0,0.1227
2023/2024_Lube_Veron_11Round,2023/2024,Lube,Verona,0,0.7174,0.2826,Lube,0,0.4349
2023/2024_Milan_Sir S_11Round,2023/2024,Milano,Perugia,0,0.3766,0.6234,Perugia,1,0.2467
2023/2024_Moden_Piace_11Round,2023/2024,Modena,Piacenza,0,0.5455,0.4545,Modena,0,0.091
2023/2024_Padov_Trent_11Round,2023/2024,Padova,Trento,0,0.5294,0.4706,Padova,0,0.0589
2023/2024_Conso_WOW G_12Round,2023/2024,Brescia,Aversa,0,0.4678,0.5322,Aversa,1,0.0644
2023/2024_Delta_Emma _12Round,2023/2024,Porto Viro,Siena,0,0.4931,0.5069,Siena,1,0.0138
2023/2024_Pinet_Pool _12Round,2023/2024,Pineto,Cantù,0,0.3102,0.6898,Cantù,1,0.3796
2023/2024_Delta_Prata_13Round,2023/2024,Porto Viro,Prata di Pordenone,0,0.6387,0.3613,Porto Viro,0,0.2774
2023/2024_Pinet_Raven_13Round,2023/2024,Pineto,Ravenna,0,0.3991,0.6009,Ravenna,1,0.2018
2024/2025_Cantù_Delta_1Round,2024/2025,Cantù,Porto Viro,0,0.5429,0.4571,Cantù,0,0.0857
2024/2025_Ciste_Trent_1Round,2024/2025,Cisterna,Trento,1,0.3657,0.6343,Trento,0,0.2686
2024/2025_Emma _Evolu_1Round,2024/2025,Siena,Aversa,1,0.4474,0.5526,Aversa,0,0.1052
2024/2025_Grott_Mint _1Round,2024/2025,Grottazzolina,Monza,0,0.1672,0.8328,Monza,1,0.6656
2024/2025_Lube_Padov_1Round,2024/2025,Lube,Padova,1,0.7269,0.2731,Lube,1,0.4539
2024/2025_Macer_Pinet_1Round,2024/2025,Macerata,Pineto,1,0.6408,0.3592,Macerata,1,0.2817
2024/2025_Moden_Piace_1Round,2024/2025,Modena,Piacenza,1,0.5747,0.4253,Modena,1,0.1493
2024/2025_Raven_Smart_1Round,2024/2025,Ravenna,Fano,1,0.6322,0.3678,Ravenna,1,0.2644
2024/2025_Sir S_Veron_1Round,2024/2025,Perugia,Verona,1,0.6715,0.3285,Perugia,1,0.343
2024/2025_Bresc_Cosed_2Round,2024/2025,Brescia,Acicastello,0,0.7286,0.2714,Brescia,0,0.4571
2024/2025_Ciste_Veron_2Round,2024/2025,Cisterna,Verona,0,0.1639,0.8361,Verona,1,0.6722
2024/2025_Delta_Prata_2Round,2024/2025,Porto Viro,Prata di Pordenone,1,0.6165,0.3835,Porto Viro,1,0.2331
2024/2025_Emma _Pinet_2Round,2024/2025,Siena,Pineto,1,0.5898,0.4102,Siena,1,0.1796
2024/2025_Grott_Moden_2Round,2024/2025,Grottazzolina,Modena,1,0.1755,0.8245,Modena,0,0.6491
2024/2025_Lube_Milan_2Round,2024/2025,Lube,Milano,1,0.5471,0.4529,Lube,1,0.0942
2024/2025_Macer_Smart_2Round,2024/2025,Macerata,Fano,1,0.6964,0.3036,Macerata,1,0.3928
2024/2025_Mint _Piace_2Round,2024/2025,Monza,Piacenza,0,0.4092,0.5908,Piacenza,1,0.1815
2024/2025_Padov_Sir S_2Round,2024/2025,Padova,Perugia,1,0.3389,0.6611,Perugia,0,0.3223
2024/2025_Cantù_Smart_3Round,2024/2025,Cantù,Fano,0,0.6457,0.3543,Cantù,0,0.2915
2024/2025_Ciste_Piace_3Round,2024/2025,Cisterna,Piacenza,0,0.2394,0.7606,Piacenza,1,0.5212
2024/2025_Cosed_Macer_3Round,2024/2025,Acicastello,Macerata,1,0.3883,0.6117,Macerata,0,0.2234
2024/2025_Emma _Raven_3Round,2024/2025,Siena,Ravenna,0,0.6409,0.3591,Siena,0,0.2818
2024/2025_Evolu_Pinet_3Round,2024/2025,Aversa,Pineto,0,0.5321,0.4679,Aversa,0,0.0641
2024/2025_Grott_Veron_3Round,2024/2025,Grottazzolina,Verona,0,0.2062,0.7938,Verona,1,0.5875
2024/2025_Lube_Mint _3Round,2024/2025,Lube,Monza,1,0.5998,0.4002,Lube,1,0.1996
2024/2025_Milan_Trent_3Round,2024/2025,Milano,Trento,1,0.4503,0.5497,Trento,0,0.0995
2024/2025_Moden_Sir S_3Round,2024/2025,Modena,Perugia,0,0.3305,0.6695,Perugia,1,0.339
2024/2025_Bresc_Emma _4Round,2024/2025,Brescia,Siena,1,0.4567,0.5433,Siena,0,0.0866
2024/2025_Cantù_Cosed_4Round,2024/2025,Cantù,Acicastello,1,0.5485,0.4515,Cantù,1,0.097
2024/2025_Ciste_Sir S_4Round,2024/2025,Cisterna,Perugia,0,0.1903,0.8097,Perugia,1,0.6194
2024/2025_Delta_Pinet_4Round,2024/2025,Porto Viro,Pineto,1,0.5631,0.4369,Porto Viro,1,0.1261
2024/2025_Grott_Padov_4Round,2024/2025,Grottazzolina,Padova,0,0.4089,0.5911,Padova,1,0.1821
2024/2025_Lube_Veron_4Round,2024/2025,Lube,Verona,1,0.6747,0.3253,Lube,1,0.3494
2024/2025_Milan_Mint _4Round,2024/2025,Milano,Monza,1,0.4553,0.5447,Monza,0,0.0894
2024/2025_Moden_Trent_4Round,2024/2025,Modena,Trento,0,0.4637,0.5363,Trento,1,0.0727
2024/2025_Prata_Raven_4Round,2024/2025,Prata di Pordenone,Ravenna,1,0.4299,0.5701,Ravenna,0,0.1401
2024/2025_Bresc_Prata_5Round,2024/2025,Brescia,Prata di Pordenone,1,0.702,0.298,Brescia,1,0.4039
2024/2025_Ciste_Lube_5Round,2024/2025,Cisterna,Lube,0,0.166,0.834,Lube,1,0.6679
2024/2025_Cosed_Evolu_5Round,2024/2025,Acicastello,Aversa,0,0.5355,0.4645,Acicastello,0,0.071
2024/2025_Delta_Raven_5Round,2024/2025,Porto Viro,Ravenna,0,0.5785,0.4215,Porto Viro,0,0.157
2024/2025_Emma _Macer_5Round,2024/2025,Siena,Macerata,1,0.5266,0.4734,Siena,1,0.0531
2024/2025_Milan_Veron_5Round,2024/2025,Milano,Verona,0,0.3583,0.6417,Verona,1,0.2834
2024/2025_Mint _Moden_5Round,2024/2025,Monza,Modena,0,0.6099,0.3901,Monza,0,0.2197
2024/2025_Padov_Piace_5Round,2024/2025,Padova,Piacenza,0,0.5461,0.4539,Padova,0,0.0923
2024/2025_Pinet_Smart_5Round,2024/2025,Pineto,Fano,1,0.4574,0.5426,Fano,0,0.0852
2024/2025_Sir S_Trent_5Round,2024/2025,Perugia,Trento,0,0.5025,0.4975,Perugia,0,0.005
2024/2025_Bresc_Smart_6Round,2024/2025,Brescia,Fano,1,0.6781,0.3219,Brescia,1,0.3562
2024/2025_Cantù_Prata_6Round,2024/2025,Cantù,Prata di Pordenone,0,0.5466,0.4534,Cantù,0,0.0931
2024/2025_Ciste_Padov_6Round,2024/2025,Cisterna,Padova,1,0.2571,0.7429,Padova,0,0.4858
2024/2025_Cosed_Pinet_6Round,2024/2025,Acicastello,Pineto,1,0.6701,0.3299,Acicastello,1,0.3402
2024/2025_Delta_Evolu_6Round,2024/2025,Porto Viro,Aversa,0,0.5079,0.4921,Porto Viro,0,0.0157
2024/2025_Grott_Trent_6Round,2024/2025,Grottazzolina,Trento,0,0.1793,0.8207,Trento,1,0.6414
2024/2025_Lube_Sir S_6Round,2024/2025,Lube,Perugia,1,0.4599,0.5401,Perugia,0,0.0803
2024/2025_Milan_Piace_6Round,2024/2025,Milano,Piacenza,1,0.3844,0.6156,Piacenza,0,0.2313
2024/2025_Moden_Veron_6Round,2024/2025,Modena,Verona,0,0.5628,0.4372,Modena,0,0.1255
2024/2025_Cantù_Macer_7Round,2024/2025,Cantù,Macerata,1,0.6017,0.3983,Cantù,1,0.2033
2024/2025_Ciste_Moden_7Round,2024/2025,Cisterna,Modena,0,0.2655,0.7345,Modena,1,0.4691
2024/2025_Delta_Emma _7Round,2024/2025,Porto Viro,Siena,1,0.5139,0.4861,Porto Viro,1,0.0277
2024/2025_Evolu_Raven_7Round,2024/2025,Aversa,Ravenna,0,0.5668,0.4332,Aversa,0,0.1337
2024/2025_Grott_Milan_7Round,2024/2025,Grottazzolina,Milano,1,0.2294,0.7706,Milano,0,0.5412
2024/2025_Lube_Piace_7Round,2024/2025,Lube,Piacenza,0,0.7094,0.2906,Lube,0,0.4189
2024/2025_Mint _Padov_7Round,2024/2025,Monza,Padova,1,0.5851,0.4149,Monza,1,0.1701
2024/2025_Pinet_Prata_7Round,2024/2025,Pineto,Prata di Pordenone,1,0.4785,0.5215,Prata di Pordenone,0,0.0429
2024/2025_Trent_Veron_7Round,2024/2025,Trento,Verona,0,0.3043,0.6957,Verona,1,0.3913
2024/2025_Bresc_Raven_8Round,2024/2025,Brescia,Ravenna,0,0.5154,0.4846,Brescia,0,0.0308
2024/2025_Cantù_Pinet_8Round,2024/2025,Cantù,Pineto,0,0.6879,0.3121,Cantù,0,0.3758
2024/2025_Delta_Smart_8Round,2024/2025,Porto Viro,Fano,1,0.7206,0.2794,Porto Viro,1,0.4413
2024/2025_Emma _Prata_8Round,2024/2025,Siena,Prata di Pordenone,1,0.7128,0.2872,Siena,1,0.4255
2024/2025_Evolu_Macer_8Round,2024/2025,Aversa,Macerata,1,0.5479,0.4521,Aversa,1,0.0957
2024/2025_Grott_Sir S_8Round,2024/2025,Grottazzolina,Perugia,1,0.1556,0.8444,Perugia,0,0.6888
2024/2025_Lube_Moden_8Round,2024/2025,Lube,Modena,1,0.7681,0.2319,Lube,1,0.5363
2024/2025_Milan_Padov_8Round,2024/2025,Milano,Padova,0,0.7375,0.2625,Milano,0,0.4749
2024/2025_Mint _Veron_8Round,2024/2025,Monza,Verona,1,0.2961,0.7039,Verona,0,0.4079
2024/2025_Piace_Trent_8Round,2024/2025,Piacenza,Trento,0,0.3137,0.6863,Trento,1,0.3727
2024/2025_Bresc_Evolu_9Round,2024/2025,Brescia,Aversa,1,0.6084,0.3916,Brescia,1,0.2168
2024/2025_Ciste_Grott_9Round,2024/2025,Cisterna,Grottazzolina,0,0.4316,0.5684,Grottazzolina,1,0.1368
2024/2025_Cosed_Emma _9Round,2024/2025,Acicastello,Siena,1,0.3374,0.6626,Siena,0,0.3253
2024/2025_Delta_Macer_9Round,2024/2025,Porto Viro,Macerata,1,0.6685,0.3315,Porto Viro,1,0.337
2024/2025_Milan_Sir S_9Round,2024/2025,Milano,Perugia,0,0.4489,0.5511,Perugia,1,0.1021
