partido_id,temporada,local,visitante,gana_local,prob_local,prob_visit,pred_winner,correct,confidence
2016/2017_Centr_Pool _1Round,2016/2017,Brescia,Cantù,1,0.3254,0.6746,Cantù,0,0.3492
2016/2017_Gi Gr_Lube_1Round,2016/2017,Monza,Lube,0,0.2612,0.7388,Lube,1,0.4776
2016/2017_Basi _Emma _2Round,2016/2017,Lagonegro,Siena,0,0.3323,0.6677,Siena,1,0.3354
2016/2017_Kioen_Sir S_2Round,2016/2017,Padova,Perugia,0,0.2289,0.7711,Perugia,1,0.5421
2016/2017_Diate_Kioen_3Round,2016/2017,Trento,Padova,1,0.4259,0.5741,Padova,0,0.1481
2016/2017_Gi Gr_Milan_3Round,2016/2017,Monza,Milano,0,0.44,0.56,Milano,1,0.1199
2016/2017_Azimu_Kioen_4Round,2016/2017,Modena,Padova,0,0.3811,0.6189,Padova,1,0.2379
2016/2017_Basi _Pool _4Round,2016/2017,Lagonegro,Cantù,0,0.4065,0.5935,Cantù,1,0.1869
2016/2017_Basi _Sigma_4Round,2016/2017,Lagonegro,Aversa,0,0.58,0.42,Lagonegro,0,0.16
2016/2017_Gi Gr_Veron_4Round,2016/2017,Monza,Verona,0,0.4984,0.5016,Verona,1,0.0033
2016/2017_Basi _Centr_5Round,2016/2017,Lagonegro,Brescia,1,0.5627,0.4373,Lagonegro,1,0.1255
2016/2017_Lube_Milan_5Round,2016/2017,Lube,Milano,0,0.3935,0.6065,Milano,1,0.213
2016/2017_Diate_Sir S_6Round,2016/2017,Trento,Perugia,1,0.4405,0.5595,Perugia,0,0.119
2016/2017_Kioen_Lube_6Round,2016/2017,Padova,Lube,0,0.3437,0.6563,Lube,1,0.3126
2016/2017_Azimu_Sir S_7Round,2016/2017,Modena,Perugia,0,0.1923,0.8077,Perugia,1,0.6154
2016/2017_Gi Gr_Kioen_7Round,2016/2017,Monza,Padova,1,0.4237,0.5763,Padova,0,0.1525
2016/2017_Milan_Veron_7Round,2016/2017,Milano,Verona,0,0.4614,0.5386,Verona,1,0.0772
2016/2017_Azimu_Veron_8Round,2016/2017,Modena,Verona,1,0.5621,0.4379,Modena,1,0.1242
2016/2017_Diate_Milan_8Round,2016/2017,Trento,Milano,0,0.5325,0.4675,Trento,0,0.0651
2016/2017_Lube_Sir S_8Round,2016/2017,Lube,Perugia,0,0.428,0.572,Perugia,1,0.144
2016/2017_Azimu_Gi Gr_9Round,2016/2017,Modena,Monza,0,0.587,0.413,Modena,0,0.1741
2016/2017_Diate_Veron_9Round,2016/2017,Trento,Verona,0,0.321,0.679,Verona,1,0.358
2016/2017_Emma _Sigma_9Round,2016/2017,Siena,Aversa,0,0.3795,0.6205,Aversa,1,0.241
2016/2017_Kioen_Milan_9Round,2016/2017,Padova,Milano,1,0.3028,0.6972,Milano,0,0.3945
2016/2017_Diate_Lube_10Round,2016/2017,Trento,Lube,1,0.5076,0.4924,Trento,1,0.0151
2016/2017_Gi Gr_Sir S_10Round,2016/2017,Monza,Perugia,0,0.5273,0.4727,Monza,0,0.0546
2016/2017_Azimu_Diate_11Round,2016/2017,Modena,Trento,1,0.5097,0.4903,Modena,1,0.0193
2016/2017_Lube_Veron_11Round,2016/2017,Lube,Verona,1,0.5805,0.4195,Lube,1,0.1611
2016/2017_Diate_Gi Gr_12Round,2016/2017,Trento,Monza,0,0.5611,0.4389,Trento,0,0.1221
2016/2017_Sir S_Veron_12Round,2016/2017,Perugia,Verona,0,0.4781,0.5219,Verona,1,0.0437
2016/2017_Azimu_Lube_13Round,2016/2017,Modena,Lube,1,0.4876,0.5124,Lube,0,0.0248
2016/2017_Kioen_Veron_13Round,2016/2017,Padova,Verona,0,0.3319,0.6681,Verona,1,0.3361
2016/2017_Milan_Sir S_13Round,2016/2017,Milano,Perugia,0,0.2301,0.7699,Perugia,1,0.5399
2017/2018_Diate_Milan_1Round,2017/2018,Trento,Milano,0,0.5547,0.4453,Trento,0,0.1094
2017/2018_Kioen_Sir S_1Round,2017/2018,Padova,Perugia,1,0.3558,0.6442,Perugia,0,0.2885
2017/2018_Diate_Kioen_2Round,2017/2018,Trento,Padova,1,0.6219,0.3781,Trento,1,0.2439
2017/2018_Gi Gr_Milan_2Round,2017/2018,Monza,Milano,0,0.4497,0.5503,Milano,1,0.1006
2017/2018_Sir S_Veron_2Round,2017/2018,Perugia,Verona,0,0.5133,0.4867,Perugia,0,0.0265
2017/2018_Azimu_Gi Gr_3Round,2017/2018,Modena,Monza,1,0.5456,0.4544,Modena,1,0.0913
2017/2018_Lube_Milan_3Round,2017/2018,Lube,Milano,0,0.4165,0.5835,Milano,1,0.167
2017/2018_Centr_Emma _4Round,2017/2018,Brescia,Siena,0,0.499,0.501,Siena,1,0.002
2017/2018_Kioen_Veron_4Round,2017/2018,Padova,Verona,1,0.4314,0.5686,Verona,0,0.1371
2017/2018_Milan_Sir S_4Round,2017/2018,Milano,Perugia,1,0.2861,0.7139,Perugia,0,0.4278
2017/2018_Pool _Sigma_4Round,2017/2018,Cantù,Aversa,0,0.5267,0.4733,Cantù,0,0.0534
2017/2018_Azimu_Veron_5Round,2017/2018,Modena,Verona,1,0.5806,0.4194,Modena,1,0.1611
2017/2018_Centr_Pool _5Round,2017/2018,Brescia,Cantù,1,0.4127,0.5873,Cantù,0,0.1745
2017/2018_Diate_Lube_5Round,2017/2018,Trento,Lube,1,0.4171,0.5829,Lube,0,0.1658
2017/2018_Gi Gr_Sir S_5Round,2017/2018,Monza,Perugia,0,0.4587,0.5413,Perugia,1,0.0825
2017/2018_Azimu_Lube_6Round,2017/2018,Modena,Lube,0,0.5556,0.4444,Modena,0,0.1111
2017/2018_Diate_Veron_6Round,2017/2018,Trento,Verona,0,0.4418,0.5582,Verona,1,0.1164
2017/2018_Diate_Sir S_7Round,2017/2018,Trento,Perugia,0,0.4303,0.5697,Perugia,1,0.1394
2017/2018_Emma _Sigma_7Round,2017/2018,Siena,Aversa,1,0.4988,0.5012,Aversa,0,0.0025
2017/2018_Gi Gr_Kioen_7Round,2017/2018,Monza,Padova,1,0.6861,0.3139,Monza,1,0.3722
2017/2018_Azimu_Milan_8Round,2017/2018,Modena,Milano,1,0.4709,0.5291,Milano,0,0.0581
2017/2018_Gi Gr_Lube_8Round,2017/2018,Monza,Lube,1,0.5938,0.4062,Monza,1,0.1877
2017/2018_Centr_Geosa_9Round,2017/2018,Brescia,Lagonegro,1,0.4565,0.5435,Lagonegro,0,0.087
2017/2018_Gi Gr_Veron_9Round,2017/2018,Monza,Verona,0,0.5207,0.4793,Monza,0,0.0414
2017/2018_Lube_Sir S_9Round,2017/2018,Lube,Perugia,1,0.3322,0.6678,Perugia,0,0.3356
2017/2018_Azimu_Diate_10Round,2017/2018,Modena,Trento,0,0.5989,0.4011,Modena,0,0.1979
2017/2018_Geosa_Pool _10Round,2017/2018,Lagonegro,Cantù,0,0.5165,0.4835,Lagonegro,0,0.033
2017/2018_Kioen_Milan_10Round,2017/2018,Padova,Milano,0,0.2836,0.7164,Milano,1,0.4329
2017/2018_Lube_Veron_10Round,2017/2018,Lube,Verona,0,0.4848,0.5152,Verona,1,0.0304
2017/2018_Kioen_Lube_11Round,2017/2018,Padova,Lube,0,0.3983,0.6017,Lube,1,0.2034
2017/2018_Milan_Veron_11Round,2017/2018,Milano,Verona,0,0.3082,0.6918,Verona,1,0.3836
2017/2018_Azimu_Sir S_12Round,2017/2018,Modena,Perugia,0,0.3423,0.6577,Perugia,1,0.3153
2017/2018_Azimu_Kioen_13Round,2017/2018,Modena,Padova,0,0.6798,0.3202,Modena,0,0.3597
2017/2018_Diate_Gi Gr_13Round,2017/2018,Trento,Monza,1,0.5004,0.4996,Trento,1,0.0008
2018/2019_Kioen_Lube_1Round,2018/2019,Padova,Lube,0,0.4418,0.5582,Lube,1,0.1164
2018/2019_Monza_Veron_1Round,2018/2019,Monza,Verona,1,0.4987,0.5013,Verona,0,0.0027
2018/2019_Centr_Geosa_2Round,2018/2019,Brescia,Lagonegro,1,0.4435,0.5565,Lagonegro,0,0.1129
2018/2019_Kioen_Milan_2Round,2018/2019,Padova,Milano,0,0.3439,0.6561,Milano,1,0.3121
2018/2019_Sir S_Veron_2Round,2018/2019,Perugia,Verona,0,0.515,0.485,Perugia,0,0.03
2018/2019_Lube_Veron_3Round,2018/2019,Lube,Verona,0,0.5652,0.4348,Lube,0,0.1304
2018/2019_Piace_Videx_3Round,2018/2019,Piacenza,Grottazzolina,1,0.4644,0.5356,Grottazzolina,0,0.0713
2018/2019_Sir S_Trent_3Round,2018/2019,Perugia,Trento,1,0.5035,0.4965,Perugia,1,0.007
2018/2019_Azimu_Milan_4Round,2018/2019,Modena,Milano,1,0.3511,0.6489,Milano,0,0.2979
2018/2019_BAM A_Videx_4Round,2018/2019,Cuneo,Grottazzolina,0,0.2962,0.7038,Grottazzolina,1,0.4076
2018/2019_Lube_Sir S_4Round,2018/2019,Lube,Perugia,0,0.5579,0.4421,Lube,0,0.1157
2018/2019_Kioen_Monza_5Round,2018/2019,Padova,Monza,0,0.4465,0.5535,Monza,1,0.107
2018/2019_Lube_Trent_5Round,2018/2019,Lube,Trento,0,0.4805,0.5195,Trento,1,0.039
2018/2019_Azimu_Kioen_6Round,2018/2019,Modena,Padova,1,0.6011,0.3989,Modena,1,0.2021
2018/2019_Geosa_Mengh_6Round,2018/2019,Lagonegro,Macerata,1,0.3945,0.6055,Macerata,0,0.211
2018/2019_Lube_Monza_6Round,2018/2019,Lube,Monza,1,0.6451,0.3549,Lube,1,0.2902
2018/2019_Azimu_Sir S_7Round,2018/2019,Modena,Perugia,0,0.2697,0.7303,Perugia,1,0.4606
2018/2019_Milan_Monza_7Round,2018/2019,Milano,Monza,0,0.341,0.659,Monza,1,0.318
2018/2019_Azimu_Lube_8Round,2018/2019,Modena,Lube,1,0.4937,0.5063,Lube,0,0.0126
2018/2019_Trent_Veron_8Round,2018/2019,Trento,Verona,1,0.3374,0.6626,Verona,0,0.3252
2018/2019_Kioen_Trent_9Round,2018/2019,Padova,Trento,1,0.3583,0.6417,Trento,0,0.2834
2018/2019_Milan_Veron_9Round,2018/2019,Milano,Verona,0,0.203,0.797,Verona,1,0.594
2018/2019_Monza_Sir S_9Round,2018/2019,Monza,Perugia,0,0.5115,0.4885,Monza,0,0.023
2018/2019_Azimu_Monza_10Round,2018/2019,Modena,Monza,0,0.4421,0.5579,Monza,1,0.1158
2018/2019_Centr_Mengh_10Round,2018/2019,Brescia,Macerata,0,0.3518,0.6482,Macerata,1,0.2965
2018/2019_Kioen_Veron_10Round,2018/2019,Padova,Verona,1,0.3714,0.6286,Verona,0,0.2571
2018/2019_Milan_Trent_10Round,2018/2019,Milano,Trento,1,0.3741,0.6259,Trento,0,0.2518
2018/2019_Kioen_Sir S_11Round,2018/2019,Padova,Perugia,1,0.2898,0.7102,Perugia,0,0.4204
2018/2019_Lube_Milan_11Round,2018/2019,Lube,Milano,1,0.4603,0.5397,Milano,0,0.0793
2018/2019_Azimu_Trent_12Round,2018/2019,Modena,Trento,0,0.4649,0.5351,Trento,1,0.0702
2018/2019_Azimu_Veron_13Round,2018/2019,Modena,Verona,1,0.5591,0.4409,Modena,1,0.1182
2018/2019_BAM A_Piace_13Round,2018/2019,Cuneo,Piacenza,1,0.3606,0.6394,Piacenza,0,0.2787
2018/2019_Emma _Raven_13Round,2018/2019,Siena,Ravenna,1,0.4174,0.5826,Ravenna,0,0.1651
2018/2019_Milan_Sir S_13Round,2018/2019,Milano,Perugia,1,0.1814,0.8186,Perugia,0,0.6372
2018/2019_Monza_Trent_13Round,2018/2019,Monza,Trento,1,0.5628,0.4372,Monza,1,0.1257
2018/2019_Pool _Tinet_13Round,2018/2019,Cantù,Prata di Pordenone,0,0.4869,0.5131,Prata di Pordenone,1,0.0261
2019/2020_Kioen_Moden_1Round,2019/2020,Padova,Modena,1,0.4898,0.5102,Modena,0,0.0205
2019/2020_Lube_Piace_1Round,2019/2020,Lube,Piacenza,0,0.5028,0.4972,Lube,0,0.0057
2019/2020_Milan_Monza_1Round,2019/2020,Milano,Monza,0,0.4154,0.5846,Monza,1,0.1693
2019/2020_Emma _Sarca_2Round,2019/2020,Siena,Brescia,1,0.5214,0.4786,Siena,1,0.0428
2019/2020_Lube_Milan_2Round,2019/2020,Lube,Milano,0,0.5184,0.4816,Lube,0,0.0367
2019/2020_Moden_Piace_2Round,2019/2020,Modena,Piacenza,0,0.6329,0.3671,Modena,0,0.2657
2019/2020_Monza_Trent_2Round,2019/2020,Monza,Trento,0,0.5266,0.4734,Monza,0,0.0533
2019/2020_Sir S_Veron_2Round,2019/2020,Perugia,Verona,1,0.4954,0.5046,Verona,0,0.0092
2019/2020_Monza_Sir S_3Round,2019/2020,Monza,Perugia,1,0.6223,0.3777,Monza,1,0.2446
2019/2020_Piace_Veron_3Round,2019/2020,Piacenza,Verona,1,0.3122,0.6878,Verona,0,0.3757
2019/2020_Bisco_Gibam_4Round,2019/2020,Porto Viro,Fano,0,0.3415,0.6585,Fano,1,0.3169
2019/2020_Geove_Sarca_4Round,2019/2020,Lagonegro,Brescia,0,0.4865,0.5135,Brescia,1,0.0271
2019/2020_Milan_Sir S_4Round,2019/2020,Milano,Perugia,0,0.2633,0.7367,Perugia,1,0.4734
2019/2020_Trent_Veron_4Round,2019/2020,Trento,Verona,1,0.3353,0.6647,Verona,0,0.3294
2019/2020_Emma _Pool _5Round,2019/2020,Siena,Cantù,0,0.4803,0.5197,Cantù,1,0.0394
2019/2020_Kioen_Sir S_5Round,2019/2020,Padova,Perugia,0,0.3303,0.6697,Perugia,1,0.3394
2019/2020_Lube_Veron_5Round,2019/2020,Lube,Verona,0,0.5859,0.4141,Lube,0,0.1718
2019/2020_Piace_Trent_5Round,2019/2020,Piacenza,Trento,0,0.3874,0.6126,Trento,1,0.2253
2019/2020_Gibam_Tinet_6Round,2019/2020,Fano,Prata di Pordenone,0,0.4998,0.5002,Prata di Pordenone,1,0.0005
2019/2020_Kioen_Veron_6Round,2019/2020,Padova,Verona,0,0.6004,0.3996,Padova,0,0.2009
2019/2020_Lube_Moden_6Round,2019/2020,Lube,Modena,1,0.7211,0.2789,Lube,1,0.4423
2019/2020_Milan_Trent_6Round,2019/2020,Milano,Trento,0,0.3968,0.6032,Trento,1,0.2064
2019/2020_Monza_Piace_6Round,2019/2020,Monza,Piacenza,1,0.4808,0.5192,Piacenza,0,0.0383
2019/2020_Kioen_Trent_7Round,2019/2020,Padova,Trento,0,0.4485,0.5515,Trento,1,0.1031
2019/2020_Milan_Moden_7Round,2019/2020,Milano,Modena,0,0.6303,0.3697,Milano,0,0.2605
2019/2020_Piace_Sir S_7Round,2019/2020,Piacenza,Perugia,0,0.2275,0.7725,Perugia,1,0.545
2019/2020_Geove_Pool _8Round,2019/2020,Cantù,Lagonegro,0,0.4492,0.5508,Lagonegro,1,0.1015
2019/2020_Moden_Trent_8Round,2019/2020,Modena,Trento,0,0.3994,0.6006,Trento,1,0.2011
2019/2020_Monza_Veron_8Round,2019/2020,Monza,Verona,0,0.5348,0.4652,Monza,0,0.0697
2019/2020_Bisco_Tinet_9Round,2019/2020,Porto Viro,Prata di Pordenone,1,0.4396,0.5604,Prata di Pordenone,0,0.1209
2019/2020_Kioen_Piace_9Round,2019/2020,Piacenza,Padova,1,0.5687,0.4313,Piacenza,1,0.1374
2019/2020_Lube_Monza_9Round,2019/2020,Lube,Monza,1,0.4704,0.5296,Monza,0,0.0592
2019/2020_Emma _Geove_10Round,2019/2020,Lagonegro,Siena,0,0.4534,0.5466,Siena,1,0.0931
2019/2020_Kioen_Milan_10Round,2019/2020,Padova,Milano,1,0.3958,0.6042,Milano,0,0.2084
2019/2020_Lube_Trent_10Round,2019/2020,Lube,Trento,0,0.4778,0.5222,Trento,1,0.0444
2019/2020_Moden_Monza_10Round,2019/2020,Modena,Monza,0,0.32,0.68,Monza,1,0.3601
2019/2020_Pool _Sarca_10Round,2019/2020,Brescia,Cantù,0,0.3367,0.6633,Cantù,1,0.3267
2019/2020_Lube_Sir S_11Round,2019/2020,Lube,Perugia,1,0.4384,0.5616,Perugia,0,0.1231
2019/2020_Milan_Piace_11Round,2019/2020,Milano,Piacenza,1,0.38,0.62,Piacenza,0,0.24
2019/2020_Moden_Veron_11Round,2019/2020,Modena,Verona,0,0.4271,0.5729,Verona,1,0.1459
2019/2020_Kioen_Lube_12Round,2019/2020,Padova,Lube,0,0.4079,0.5921,Lube,1,0.1842
2019/2020_Moden_Sir S_12Round,2019/2020,Perugia,Modena,1,0.6463,0.3537,Perugia,1,0.2926
2019/2020_Kioen_Monza_13Round,2019/2020,Monza,Padova,1,0.6987,0.3013,Monza,1,0.3973
2019/2020_Milan_Veron_13Round,2019/2020,Verona,Milano,0,0.4245,0.5755,Milano,1,0.151
2019/2020_Sir S_Trent_13Round,2019/2020,Trento,Perugia,0,0.4698,0.5302,Perugia,1,0.0603
2020/2021_Emma _Pool _1Round,2020/2021,Siena,Cantù,0,0.6298,0.3702,Siena,0,0.2596
2020/2021_Grupp_Prism_1Round,2020/2021,Brescia,Taranto,1,0.6082,0.3918,Brescia,1,0.2165
2020/2021_Kioen_Trent_1Round,2020/2021,Padova,Trento,0,0.3222,0.6778,Trento,1,0.3555
2020/2021_Lube_Veron_1Round,2020/2021,Lube,Verona,0,0.6906,0.3094,Lube,0,0.3813
2020/2021_Moden_Monza_1Round,2020/2021,Modena,Monza,0,0.4748,0.5252,Monza,1,0.0503
2020/2021_Cave _Grupp_2Round,2020/2021,Lagonegro,Brescia,1,0.5886,0.4114,Lagonegro,1,0.1771
2020/2021_Delta_Vigil_2Round,2020/2021,Porto Viro,Fano,1,0.4102,0.5898,Fano,0,0.1795
2020/2021_Milan_Monza_2Round,2020/2021,Milano,Monza,0,0.3663,0.6337,Monza,1,0.2674
2020/2021_Piace_Sir S_2Round,2020/2021,Piacenza,Perugia,1,0.3457,0.6543,Perugia,0,0.3085
2020/2021_Pool _Prism_2Round,2020/2021,Cantù,Taranto,1,0.4228,0.5772,Taranto,0,0.1544
2020/2021_Trent_Veron_2Round,2020/2021,Trento,Verona,0,0.4781,0.5219,Verona,1,0.0437
2020/2021_Cave _Emma _3Round,2020/2021,Lagonegro,Siena,0,0.4102,0.5898,Siena,1,0.1796
2020/2021_Kioen_Sir S_3Round,2020/2021,Padova,Perugia,0,0.2637,0.7363,Perugia,1,0.4727
2020/2021_Lube_Trent_3Round,2020/2021,Lube,Trento,1,0.535,0.465,Lube,1,0.07
2020/2021_Monza_Veron_3Round,2020/2021,Monza,Verona,1,0.4918,0.5082,Verona,0,0.0164
2020/2021_Cave _Pool _4Round,2020/2021,Lagonegro,Cantù,0,0.4838,0.5162,Cantù,1,0.0324
2020/2021_Lube_Monza_4Round,2020/2021,Lube,Monza,0,0.6613,0.3387,Lube,0,0.3225
2020/2021_Milan_Moden_4Round,2020/2021,Milano,Modena,0,0.4835,0.5165,Modena,1,0.033
2020/2021_Piace_Trent_4Round,2020/2021,Piacenza,Trento,0,0.3033,0.6967,Trento,1,0.3934
2020/2021_Sir S_Veron_4Round,2020/2021,Perugia,Verona,0,0.4019,0.5981,Verona,1,0.1963
2020/2021_Delta_Prata_5Round,2020/2021,Porto Viro,Prata di Pordenone,1,0.4745,0.5255,Prata di Pordenone,0,0.0509
2020/2021_Emma _Grupp_5Round,2020/2021,Siena,Brescia,0,0.4631,0.5369,Brescia,1,0.0738
2020/2021_Kioen_Monza_5Round,2020/2021,Padova,Monza,0,0.2599,0.7401,Monza,1,0.4803
2020/2021_Lube_Piace_5Round,2020/2021,Lube,Piacenza,0,0.6666,0.3334,Lube,0,0.3332
2020/2021_Moden_Trent_5Round,2020/2021,Modena,Trento,1,0.4065,0.5935,Trento,0,0.187
2020/2021_Norma_Siste_5Round,2020/2021,Aversa,Acicastello,0,0.6357,0.3643,Aversa,0,0.2714
2020/2021_Kioen_Lube_6Round,2020/2021,Padova,Lube,0,0.3876,0.6124,Lube,1,0.2248
2020/2021_Milan_Veron_6Round,2020/2021,Milano,Verona,1,0.3227,0.6773,Verona,0,0.3547
2020/2021_Moden_Piace_6Round,2020/2021,Modena,Piacenza,0,0.6037,0.3963,Modena,0,0.2075
2020/2021_Norma_Pinet_6Round,2020/2021,Aversa,Pineto,1,0.6162,0.3838,Aversa,1,0.2323
2020/2021_Sir S_Trent_6Round,2020/2021,Perugia,Trento,0,0.5374,0.4626,Perugia,0,0.0747
2020/2021_Emma _Prism_7Round,2020/2021,Siena,Taranto,0,0.5741,0.4259,Siena,0,0.1483
2020/2021_Kioen_Moden_7Round,2020/2021,Padova,Modena,1,0.3771,0.6229,Modena,0,0.2458
2020/2021_Lube_Milan_7Round,2020/2021,Lube,Milano,1,0.5931,0.4069,Lube,1,0.1861
2020/2021_Monza_Trent_7Round,2020/2021,Monza,Trento,1,0.5291,0.4709,Monza,1,0.0583
2020/2021_Delta_Med S_8Round,2020/2021,Porto Viro,Macerata,0,0.5249,0.4751,Porto Viro,0,0.0497
2020/2021_Kioen_Piace_8Round,2020/2021,Padova,Piacenza,1,0.4282,0.5718,Piacenza,0,0.1436
2020/2021_Lube_Moden_8Round,2020/2021,Lube,Modena,0,0.6385,0.3615,Lube,0,0.277
2020/2021_Milan_Sir S_8Round,2020/2021,Milano,Perugia,0,0.3514,0.6486,Perugia,1,0.2971
2020/2021_Prata_Vigil_8Round,2020/2021,Prata di Pordenone,Fano,0,0.3881,0.6119,Fano,1,0.2238
2020/2021_Kioen_Milan_9Round,2020/2021,Padova,Milano,1,0.3349,0.6651,Milano,0,0.3303
2020/2021_Moden_Sir S_9Round,2020/2021,Modena,Perugia,1,0.3766,0.6234,Perugia,0,0.2468
2020/2021_Piace_Veron_9Round,2020/2021,Piacenza,Verona,0,0.3548,0.6452,Verona,1,0.2903
2020/2021_Lube_Sir S_10Round,2020/2021,Lube,Perugia,0,0.5085,0.4915,Lube,0,0.0171
2020/2021_Med S_Prata_10Round,2020/2021,Macerata,Prata di Pordenone,0,0.4442,0.5558,Prata di Pordenone,1,0.1116
2020/2021_Milan_Trent_10Round,2020/2021,Milano,Trento,1,0.3726,0.6274,Trento,0,0.2548
2020/2021_Moden_Veron_10Round,2020/2021,Modena,Verona,0,0.6169,0.3831,Modena,0,0.2339
2020/2021_Monza_Piace_10Round,2020/2021,Monza,Piacenza,0,0.4961,0.5039,Piacenza,1,0.0078
2020/2021_Pinet_Siste_10Round,2020/2021,Pineto,Acicastello,1,0.3791,0.6209,Acicastello,0,0.2417
2020/2021_Cave _Prism_11Round,2020/2021,Lagonegro,Taranto,0,0.5237,0.4763,Lagonegro,0,0.0473
2020/2021_Grupp_Pool _11Round,2020/2021,Brescia,Cantù,0,0.3416,0.6584,Cantù,1,0.3168
2020/2021_Kioen_Veron_11Round,2020/2021,Padova,Verona,0,0.4897,0.5103,Verona,1,0.0206
2020/2021_Med S_Vigil_11Round,2020/2021,Macerata,Fano,0,0.5768,0.4232,Macerata,0,0.1536
2020/2021_Milan_Piace_11Round,2020/2021,Milano,Piacenza,0,0.4984,0.5016,Piacenza,1,0.0033
2020/2021_Monza_Sir S_11Round,2020/2021,Monza,Perugia,0,0.5824,0.4176,Monza,0,0.1649
2021/2022_Cave _Delta_1Round,2021/2022,Lagonegro,Porto Viro,0,0.4697,0.5303,Porto Viro,1,0.0606
2021/2022_Kioen_Lube_1Round,2021/2022,Padova,Lube,0,0.5511,0.4489,Padova,0,0.1022
2021/2022_Leo S_Monza_1Round,2021/2022,Modena,Monza,1,0.5402,0.4598,Modena,1,0.0803
2021/2022_Med S_Prata_1Round,2021/2022,Macerata,Prata di Pordenone,1,0.617,0.383,Macerata,1,0.2339
2021/2022_Shedi_Wow G_1Round,2021/2022,Sorrento,Aversa,0,0.3899,0.6101,Aversa,1,0.2201
2021/2022_Trent_Veron_1Round,2021/2022,Trento,Verona,1,0.4393,0.5607,Verona,0,0.1214
2021/2022_Consa_Gioie_2Round,2021/2022,Ravenna,Taranto,0,0.5276,0.4724,Ravenna,0,0.0552
2021/2022_Lube_Piace_2Round,2021/2022,Lube,Piacenza,0,0.5233,0.4767,Lube,0,0.0467
2021/2022_Milan_Monza_2Round,2021/2022,Milano,Monza,0,0.5548,0.4452,Milano,0,0.1097
2021/2022_Pinet_Prata_2Round,2021/2022,Pineto,Prata di Pordenone,1,0.3822,0.6178,Prata di Pordenone,0,0.2356
2021/2022_Sir S_Veron_2Round,2021/2022,Perugia,Verona,1,0.5863,0.4137,Perugia,1,0.1727
2021/2022_Cave _Pool _3Round,2021/2022,Lagonegro,Cantù,1,0.4912,0.5088,Cantù,0,0.0175
2021/2022_Lube_Trent_3Round,2021/2022,Lube,Trento,1,0.5891,0.4109,Lube,1,0.1782
2021/2022_Milan_Piace_3Round,2021/2022,Milano,Piacenza,1,0.3669,0.6331,Piacenza,0,0.2662
2021/2022_Kioen_Trent_4Round,2021/2022,Padova,Trento,0,0.349,0.651,Trento,1,0.302
2021/2022_Leo S_Piace_4Round,2021/2022,Modena,Piacenza,0,0.5254,0.4746,Modena,0,0.0509
2021/2022_Lube_Veron_4Round,2021/2022,Lube,Verona,1,0.7668,0.2332,Lube,1,0.5335
2021/2022_Cave _Emma _5Round,2021/2022,Lagonegro,Siena,1,0.3979,0.6021,Siena,0,0.2041
2021/2022_Lube_Milan_5Round,2021/2022,Lube,Milano,0,0.5114,0.4886,Lube,0,0.0228
2021/2022_Monza_Piace_5Round,2021/2022,Monza,Piacenza,1,0.4369,0.5631,Piacenza,0,0.1262
2021/2022_Prata_Vigil_5Round,2021/2022,Prata di Pordenone,Fano,0,0.3514,0.6486,Fano,1,0.2972
2021/2022_Sir S_Trent_5Round,2021/2022,Perugia,Trento,1,0.3842,0.6158,Trento,0,0.2316
2021/2022_Delta_Pool _6Round,2021/2022,Porto Viro,Cantù,0,0.3587,0.6413,Cantù,1,0.2826
2021/2022_Leo S_Lube_6Round,2021/2022,Modena,Lube,1,0.514,0.486,Modena,1,0.028
2021/2022_Milan_Sir S_6Round,2021/2022,Milano,Perugia,1,0.3278,0.6722,Perugia,0,0.3443
2021/2022_Monza_Trent_6Round,2021/2022,Monza,Trento,0,0.3795,0.6205,Trento,1,0.2409
2021/2022_Emma _Grupp_7Round,2021/2022,Siena,Brescia,0,0.4368,0.5632,Brescia,1,0.1265
2021/2022_Kioen_Piace_7Round,2021/2022,Padova,Piacenza,1,0.3748,0.6252,Piacenza,0,0.2504
2021/2022_Leo S_Trent_7Round,2021/2022,Modena,Trento,1,0.5347,0.4653,Modena,1,0.0693
2021/2022_Milan_Veron_7Round,2021/2022,Milano,Verona,1,0.5379,0.4621,Milano,1,0.0758
2021/2022_Delta_Emma _8Round,2021/2022,Porto Viro,Siena,1,0.5407,0.4593,Porto Viro,1,0.0814
2021/2022_Kioen_Monza_8Round,2021/2022,Padova,Monza,0,0.3158,0.6842,Monza,1,0.3684
2021/2022_Leo S_Sir S_8Round,2021/2022,Modena,Perugia,0,0.3955,0.6045,Perugia,1,0.209
2021/2022_Cave _Grupp_9Round,2021/2022,Lagonegro,Brescia,1,0.5001,0.4999,Lagonegro,1,0.0001
2021/2022_Kioen_Sir S_9Round,2021/2022,Padova,Perugia,0,0.2649,0.7351,Perugia,1,0.4701
2021/2022_Leo S_Veron_9Round,2021/2022,Modena,Verona,1,0.7136,0.2864,Modena,1,0.4272
2021/2022_Med S_Pinet_9Round,2021/2022,Macerata,Pineto,1,0.5779,0.4221,Macerata,1,0.1558
2021/2022_Siste_Wow G_9Round,2021/2022,Acicastello,Aversa,1,0.4799,0.5201,Aversa,0,0.0402
2021/2022_Delta_Grupp_10Round,2021/2022,Porto Viro,Brescia,0,0.4597,0.5403,Brescia,1,0.0807
