partido_id,temporada,jornada,fase,championship,equipo_local,equipo_visitante,resultado_final,set_num,puntos_local,puntos_visitante,ganador_set_local,set_largo
2008/2009_Anton_Itas _3Round,2008/2009,3 Round,1st half,Regular Season A1,Itas Diatec Trentino,Antonveneta Padova,3-1,4,25,23,1,0
2008/2009_Itas _Lube _5Round,2008/2009,5 Round,1st half,Regular Season A1,Itas Diatec Trentino,Lube Banca Marche Macerata,3-1,1,18,25,0,0
2008/2009_Itas _Lube _5Round,2008/2009,5 Round,1st half,Regular Season A1,Itas Diatec Trentino,Lube Banca Marche Macerata,3-1,2,25,16,1,0
2008/2009_Itas _Lube _5Round,2008/2009,5 Round,1st half,Regular Season A1,Itas Diatec Trentino,Lube Banca Marche Macerata,3-1,3,25,22,1,0
2008/2009_Itas _Lube _5Round,2008/2009,5 Round,1st half,Regular Season A1,Itas Diatec Trentino,Lube Banca Marche Macerata,3-1,4,25,11,1,0
2008/2009_Itas _Marmi_2Round,2008/2009,2 Round,2nd half,Regular Season A1,Itas Diatec Trentino,Marmi Lanza Verona,3-0,1,25,17,1,0
2008/2009_Itas _Marmi_2Round,2008/2009,2 Round,2nd half,Regular Season A1,Itas Diatec Trentino,Marmi Lanza Verona,3-0,2,25,19,1,0
2008/2009_Itas _Marmi_2Round,2008/2009,2 Round,2nd half,Regular Season A1,Itas Diatec Trentino,Marmi Lanza Verona,3-0,3,25,20,1,0
2008/2009_Itas _Trenk_7Round,2008/2009,7 Round,2nd half,Regular Season A1,Itas Diatec Trentino,Trenkwalder Modena,3-0,1,25,17,1,0
2008/2009_Itas _Trenk_7Round,2008/2009,7 Round,2nd half,Regular Season A1,Itas Diatec Trentino,Trenkwalder Modena,3-0,2,25,23,1,0
2008/2009_Itas _Trenk_7Round,2008/2009,7 Round,2nd half,Regular Season A1,Itas Diatec Trentino,Trenkwalder Modena,3-0,3,25,22,1,0
2008/2009_Anton_Lube _8Round,2008/2009,8 Round,2nd half,Regular Season A1,Lube Banca Marche Macerata,Antonveneta Padova,3-0,1,25,18,1,0
2008/2009_Anton_Lube _8Round,2008/2009,8 Round,2nd half,Regular Season A1,Lube Banca Marche Macerata,Antonveneta Padova,3-0,2,25,14,1,0
2008/2009_Anton_Lube _8Round,2008/2009,8 Round,2nd half,Regular Season A1,Lube Banca Marche Macerata,Antonveneta Padova,3-0,3,25,23,1,0
2008/2009_Itas _Lube _5Round,2008/2009,5 Round,2nd half,Regular Season A1,Lube Banca Marche Macerata,Itas Diatec Trentino,3-0,1,37,35,1,1
2008/2009_Itas _Lube _5Round,2008/2009,5 Round,2nd half,Regular Season A1,Lube Banca Marche Macerata,Itas Diatec Trentino,3-0,2,29,27,1,1
2008/2009_Itas _Lube _5Round,2008/2009,5 Round,2nd half,Regular Season A1,Lube Banca Marche Macerata,Itas Diatec Trentino,3-0,3,25,19,1,0
2008/2009_Lube _Marmi_6Round,2008/2009,6 Round,1st half,Regular Season A1,Lube Banca Marche Macerata,Marmi Lanza Verona,3-0,1,25,21,1,0
2008/2009_Lube _Marmi_6Round,2008/2009,6 Round,1st half,Regular Season A1,Lube Banca Marche Macerata,Marmi Lanza Verona,3-0,2,25,19,1,0
2008/2009_Lube _Marmi_6Round,2008/2009,6 Round,1st half,Regular Season A1,Lube Banca Marche Macerata,Marmi Lanza Verona,3-0,3,25,22,1,0
2008/2009_Lube _Trenk_11Round,2008/2009,11 Round,2nd half,Regular Season A1,Lube Banca Marche Macerata,Trenkwalder Modena,3-0,1,25,19,1,0
2008/2009_Lube _Trenk_11Round,2008/2009,11 Round,2nd half,Regular Season A1,Lube Banca Marche Macerata,Trenkwalder Modena,3-0,2,25,17,1,0
2008/2009_Lube _Trenk_11Round,2008/2009,11 Round,2nd half,Regular Season A1,Lube Banca Marche Macerata,Trenkwalder Modena,3-0,3,25,20,1,0
2008/2009_Anton_Marmi_7Round,2008/2009,7 Round,1st half,Regular Season A1,Marmi Lanza Verona,Antonveneta Padova,3-1,1,25,23,1,0
2008/2009_Anton_Marmi_7Round,2008/2009,7 Round,1st half,Regular Season A1,Marmi Lanza Verona,Antonveneta Padova,3-1,2,30,32,0,1
2008/2009_Anton_Marmi_7Round,2008/2009,7 Round,1st half,Regular Season A1,Marmi Lanza Verona,Antonveneta Padova,3-1,3,25,19,1,0
2008/2009_Anton_Marmi_7Round,2008/2009,7 Round,1st half,Regular Season A1,Marmi Lanza Verona,Antonveneta Padova,3-1,4,25,21,1,0
2008/2009_Itas _Marmi_2Round,2008/2009,2 Round,1st half,Regular Season A1,Marmi Lanza Verona,Itas Diatec Trentino,3-2,1,27,25,1,1
2008/2009_Itas _Marmi_2Round,2008/2009,2 Round,1st half,Regular Season A1,Marmi Lanza Verona,Itas Diatec Trentino,3-2,2,27,25,1,1
2008/2009_Itas _Marmi_2Round,2008/2009,2 Round,1st half,Regular Season A1,Marmi Lanza Verona,Itas Diatec Trentino,3-2,3,20,25,0,0
2008/2009_Itas _Marmi_2Round,2008/2009,2 Round,1st half,Regular Season A1,Marmi Lanza Verona,Itas Diatec Trentino,3-2,4,22,25,0,0
2008/2009_Itas _Marmi_2Round,2008/2009,2 Round,1st half,Regular Season A1,Marmi Lanza Verona,Itas Diatec Trentino,3-2,5,15,11,1,0
2008/2009_Lube _Marmi_6Round,2008/2009,6 Round,2nd half,Regular Season A1,Marmi Lanza Verona,Lube Banca Marche Macerata,3-2,1,20,25,0,0
2008/2009_Lube _Marmi_6Round,2008/2009,6 Round,2nd half,Regular Season A1,Marmi Lanza Verona,Lube Banca Marche Macerata,3-2,2,25,17,1,0
2008/2009_Lube _Marmi_6Round,2008/2009,6 Round,2nd half,Regular Season A1,Marmi Lanza Verona,Lube Banca Marche Macerata,3-2,3,25,21,1,0
2008/2009_Lube _Marmi_6Round,2008/2009,6 Round,2nd half,Regular Season A1,Marmi Lanza Verona,Lube Banca Marche Macerata,3-2,4,17,25,0,0
2008/2009_Lube _Marmi_6Round,2008/2009,6 Round,2nd half,Regular Season A1,Marmi Lanza Verona,Lube Banca Marche Macerata,3-2,5,15,13,1,0
2008/2009_Marmi_Trenk_3Round,2008/2009,3 Round,1st half,Regular Season A1,Marmi Lanza Verona,Trenkwalder Modena,2-3,1,25,18,1,0
2008/2009_Marmi_Trenk_3Round,2008/2009,3 Round,1st half,Regular Season A1,Marmi Lanza Verona,Trenkwalder Modena,2-3,2,25,23,1,0
2008/2009_Marmi_Trenk_3Round,2008/2009,3 Round,1st half,Regular Season A1,Marmi Lanza Verona,Trenkwalder Modena,2-3,3,22,25,0,0
2008/2009_Marmi_Trenk_3Round,2008/2009,3 Round,1st half,Regular Season A1,Marmi Lanza Verona,Trenkwalder Modena,2-3,4,25,27,0,1
2008/2009_Marmi_Trenk_3Round,2008/2009,3 Round,1st half,Regular Season A1,Marmi Lanza Verona,Trenkwalder Modena,2-3,5,7,15,0,0
2008/2009_Anton_Trenk_2Round,2008/2009,2 Round,1st half,Regular Season A1,Trenkwalder Modena,Antonveneta Padova,3-0,1,34,32,1,1
2008/2009_Anton_Trenk_2Round,2008/2009,2 Round,1st half,Regular Season A1,Trenkwalder Modena,Antonveneta Padova,3-0,2,25,22,1,0
2008/2009_Anton_Trenk_2Round,2008/2009,2 Round,1st half,Regular Season A1,Trenkwalder Modena,Antonveneta Padova,3-0,3,25,17,1,0
2008/2009_Itas _Trenk_7Round,2008/2009,7 Round,1st half,Regular Season A1,Trenkwalder Modena,Itas Diatec Trentino,2-3,1,25,23,1,0
2008/2009_Itas _Trenk_7Round,2008/2009,7 Round,1st half,Regular Season A1,Trenkwalder Modena,Itas Diatec Trentino,2-3,2,13,25,0,0
2008/2009_Itas _Trenk_7Round,2008/2009,7 Round,1st half,Regular Season A1,Trenkwalder Modena,Itas Diatec Trentino,2-3,3,25,20,1,0
2008/2009_Itas _Trenk_7Round,2008/2009,7 Round,1st half,Regular Season A1,Trenkwalder Modena,Itas Diatec Trentino,2-3,4,24,26,0,1
2008/2009_Itas _Trenk_7Round,2008/2009,7 Round,1st half,Regular Season A1,Trenkwalder Modena,Itas Diatec Trentino,2-3,5,11,15,0,0
2008/2009_Lube _Trenk_11Round,2008/2009,11 Round,1st half,Regular Season A1,Trenkwalder Modena,Lube Banca Marche Macerata,3-2,1,25,19,1,0
2008/2009_Lube _Trenk_11Round,2008/2009,11 Round,1st half,Regular Season A1,Trenkwalder Modena,Lube Banca Marche Macerata,3-2,2,25,22,1,0
2008/2009_Lube _Trenk_11Round,2008/2009,11 Round,1st half,Regular Season A1,Trenkwalder Modena,Lube Banca Marche Macerata,3-2,3,19,25,0,0
2008/2009_Lube _Trenk_11Round,2008/2009,11 Round,1st half,Regular Season A1,Trenkwalder Modena,Lube Banca Marche Macerata,3-2,4,18,25,0,0
2008/2009_Lube _Trenk_11Round,2008/2009,11 Round,1st half,Regular Season A1,Trenkwalder Modena,Lube Banca Marche Macerata,3-2,5,18,16,1,1
2008/2009_Marmi_Trenk_3Round,2008/2009,3 Round,2nd half,Regular Season A1,Trenkwalder Modena,Marmi Lanza Verona,3-1,1,18,25,0,0
2008/2009_Marmi_Trenk_3Round,2008/2009,3 Round,2nd half,Regular Season A1,Trenkwalder Modena,Marmi Lanza Verona,3-1,2,25,23,1,0
2008/2009_Marmi_Trenk_3Round,2008/2009,3 Round,2nd half,Regular Season A1,Trenkwalder Modena,Marmi Lanza Verona,3-1,3,25,23,1,0
2008/2009_Marmi_Trenk_3Round,2008/2009,3 Round,2nd half,Regular Season A1,Trenkwalder Modena,Marmi Lanza Verona,3-1,4,25,17,1,0
2009/2010_Itas _Lube _5Round,2009/2010,5 Round,2nd half,Regular Season A1,Itas Diatec Trentino,Lube Banca Marche Macerata,3-1,1,25,19,1,0
2009/2010_Itas _Lube _5Round,2009/2010,5 Round,2nd half,Regular Season A1,Itas Diatec Trentino,Lube Banca Marche Macerata,3-1,2,19,25,0,0
2009/2010_Itas _Lube _5Round,2009/2010,5 Round,2nd half,Regular Season A1,Itas Diatec Trentino,Lube Banca Marche Macerata,3-1,3,25,22,1,0
2009/2010_Itas _Lube _5Round,2009/2010,5 Round,2nd half,Regular Season A1,Itas Diatec Trentino,Lube Banca Marche Macerata,3-1,4,25,23,1,0
2009/2010_Itas _Marmi_11Round,2009/2010,11 Round,1st half,Regular Season A1,Itas Diatec Trentino,Marmi Lanza Verona,3-2,1,25,27,0,1
2009/2010_Itas _Marmi_11Round,2009/2010,11 Round,1st half,Regular Season A1,Itas Diatec Trentino,Marmi Lanza Verona,3-2,2,20,25,0,0
2009/2010_Itas _Marmi_11Round,2009/2010,11 Round,1st half,Regular Season A1,Itas Diatec Trentino,Marmi Lanza Verona,3-2,3,25,18,1,0
2009/2010_Itas _Marmi_11Round,2009/2010,11 Round,1st half,Regular Season A1,Itas Diatec Trentino,Marmi Lanza Verona,3-2,4,25,17,1,0
2009/2010_Itas _Marmi_11Round,2009/2010,11 Round,1st half,Regular Season A1,Itas Diatec Trentino,Marmi Lanza Verona,3-2,5,16,14,1,1
2009/2010_Itas _Trenk_9Round,2009/2010,9 Round,1st half,Regular Season A1,Itas Diatec Trentino,Trenkwalder Modena,3-1,1,15,25,0,0
2009/2010_Itas _Trenk_9Round,2009/2010,9 Round,1st half,Regular Season A1,Itas Diatec Trentino,Trenkwalder Modena,3-1,2,25,23,1,0
2009/2010_Itas _Trenk_9Round,2009/2010,9 Round,1st half,Regular Season A1,Itas Diatec Trentino,Trenkwalder Modena,3-1,3,25,22,1,0
2009/2010_Itas _Trenk_9Round,2009/2010,9 Round,1st half,Regular Season A1,Itas Diatec Trentino,Trenkwalder Modena,3-1,4,25,19,1,0
2009/2010_Itas _Lube _5Round,2009/2010,5 Round,1st half,Regular Season A1,Lube Banca Marche Macerata,Itas Diatec Trentino,0-3,1,17,25,0,0
2009/2010_Itas _Lube _5Round,2009/2010,5 Round,1st half,Regular Season A1,Lube Banca Marche Macerata,Itas Diatec Trentino,0-3,2,18,25,0,0
2009/2010_Itas _Lube _5Round,2009/2010,5 Round,1st half,Regular Season A1,Lube Banca Marche Macerata,Itas Diatec Trentino,0-3,3,15,25,0,0
2009/2010_Lube _Marmi_14Round,2009/2010,14 Round,1st half,Regular Season A1,Lube Banca Marche Macerata,Marmi Lanza Verona,3-1,1,25,13,1,0
2009/2010_Lube _Marmi_14Round,2009/2010,14 Round,1st half,Regular Season A1,Lube Banca Marche Macerata,Marmi Lanza Verona,3-1,2,19,25,0,0
2009/2010_Lube _Marmi_14Round,2009/2010,14 Round,1st half,Regular Season A1,Lube Banca Marche Macerata,Marmi Lanza Verona,3-1,3,25,21,1,0
2009/2010_Lube _Marmi_14Round,2009/2010,14 Round,1st half,Regular Season A1,Lube Banca Marche Macerata,Marmi Lanza Verona,3-1,4,27,25,1,1
2009/2010_Lube _Trenk_1Round,2009/2010,1 Round,2nd half,Regular Season A1,Lube Banca Marche Macerata,Trenkwalder Modena,3-1,1,25,23,1,0
2009/2010_Lube _Trenk_1Round,2009/2010,1 Round,2nd half,Regular Season A1,Lube Banca Marche Macerata,Trenkwalder Modena,3-1,2,22,25,0,0
2009/2010_Lube _Trenk_1Round,2009/2010,1 Round,2nd half,Regular Season A1,Lube Banca Marche Macerata,Trenkwalder Modena,3-1,3,26,24,1,1
2009/2010_Lube _Trenk_1Round,2009/2010,1 Round,2nd half,Regular Season A1,Lube Banca Marche Macerata,Trenkwalder Modena,3-1,4,25,22,1,0
2009/2010_Itas _Marmi_11Round,2009/2010,11 Round,2nd half,Regular Season A1,Marmi Lanza Verona,Itas Diatec Trentino,1-3,1,22,25,0,0
2009/2010_Itas _Marmi_11Round,2009/2010,11 Round,2nd half,Regular Season A1,Marmi Lanza Verona,Itas Diatec Trentino,1-3,2,25,22,1,0
2009/2010_Itas _Marmi_11Round,2009/2010,11 Round,2nd half,Regular Season A1,Marmi Lanza Verona,Itas Diatec Trentino,1-3,3,20,25,0,0
2009/2010_Itas _Marmi_11Round,2009/2010,11 Round,2nd half,Regular Season A1,Marmi Lanza Verona,Itas Diatec Trentino,1-3,4,32,34,0,1
2009/2010_Lube _Marmi_14Round,2009/2010,14 Round,2nd half,Regular Season A1,Marmi Lanza Verona,Lube Banca Marche Macerata,0-3,1,23,25,0,0
2009/2010_Lube _Marmi_14Round,2009/2010,14 Round,2nd half,Regular Season A1,Marmi Lanza Verona,Lube Banca Marche Macerata,0-3,2,23,25,0,0
2009/2010_Lube _Marmi_14Round,2009/2010,14 Round,2nd half,Regular Season A1,Marmi Lanza Verona,Lube Banca Marche Macerata,0-3,3,18,25,0,0
2009/2010_Marmi_Trenk_2Round,2009/2010,2 Round,1st half,Regular Season A1,Marmi Lanza Verona,Trenkwalder Modena,0-3,1,18,25,0,0
2009/2010_Marmi_Trenk_2Round,2009/2010,2 Round,1st half,Regular Season A1,Marmi Lanza Verona,Trenkwalder Modena,0-3,2,23,25,0,0
2009/2010_Marmi_Trenk_2Round,2009/2010,2 Round,1st half,Regular Season A1,Marmi Lanza Verona,Trenkwalder Modena,0-3,3,18,25,0,0
2009/2010_Itas _Trenk_9Round,2009/2010,9 Round,2nd half,Regular Season A1,Trenkwalder Modena,Itas Diatec Trentino,3-2,1,25,23,1,0
2009/2010_Itas _Trenk_9Round,2009/2010,9 Round,2nd half,Regular Season A1,Trenkwalder Modena,Itas Diatec Trentino,3-2,2,23,25,0,0
2009/2010_Itas _Trenk_9Round,2009/2010,9 Round,2nd half,Regular Season A1,Trenkwalder Modena,Itas Diatec Trentino,3-2,3,25,20,1,0
2009/2010_Itas _Trenk_9Round,2009/2010,9 Round,2nd half,Regular Season A1,Trenkwalder Modena,Itas Diatec Trentino,3-2,4,18,25,0,0
2009/2010_Itas _Trenk_9Round,2009/2010,9 Round,2nd half,Regular Season A1,Trenkwalder Modena,Itas Diatec Trentino,3-2,5,15,12,1,0
2009/2010_Lube _Trenk_1Round,2009/2010,1 Round,1st half,Regular Season A1,Trenkwalder Modena,Lube Banca Marche Macerata,2-3,1,20,25,0,0
2009/2010_Lube _Trenk_1Round,2009/2010,1 Round,1st half,Regular Season A1,Trenkwalder Modena,Lube Banca Marche Macerata,2-3,2,22,25,0,0
2009/2010_Lube _Trenk_1Round,2009/2010,1 Round,1st half,Regular Season A1,Trenkwalder Modena,Lube Banca Marche Macerata,2-3,3,25,23,1,0
2009/2010_Lube _Trenk_1Round,2009/2010,1 Round,1st half,Regular Season A1,Trenkwalder Modena,Lube Banca Marche Macerata,2-3,4,25,23,1,0
2009/2010_Lube _Trenk_1Round,2009/2010,1 Round,1st half,Regular Season A1,Trenkwalder Modena,Lube Banca Marche Macerata,2-3,5,13,15,0,0
2009/2010_Marmi_Trenk_2Round,2009/2010,2 Round,2nd half,Regular Season A1,Trenkwalder Modena,Marmi Lanza Verona,3-1,1,25,18,1,0
2009/2010_Marmi_Trenk_2Round,2009/2010,2 Round,2nd half,Regular Season A1,Trenkwalder Modena,Marmi Lanza Verona,3-1,2,25,20,1,0
2009/2010_Marmi_Trenk_2Round,2009/2010,2 Round,2nd half,Regular Season A1,Trenkwalder Modena,Marmi Lanza Verona,3-1,3,22,25,0,0
2009/2010_Marmi_Trenk_2Round,2009/2010,2 Round,2nd half,Regular Season A1,Trenkwalder Modena,Marmi Lanza Verona,3-1,4,25,23,1,0
2010/2011_Casa _Itas _5Round,2010/2011,5 Round,1st half,Regular Season A1,Casa Modena,Itas Diatec Trentino,0-3,1,18,25,0,0
2010/2011_Casa _Itas _5Round,2010/2011,5 Round,1st half,Regular Season A1,Casa Modena,Itas Diatec Trentino,0-3,2,22,25,0,0
2010/2011_Casa _Itas _5Round,2010/2011,5 Round,1st half,Regular Season A1,Casa Modena,Itas Diatec Trentino,0-3,3,19,25,0,0
2010/2011_Casa _Lube _8Round,2010/2011,8 Round,1st half,Regular Season A1,Casa Modena,Lube Banca Marche Macerata,3-2,1,15,25,0,0
2010/2011_Casa _Lube _8Round,2010/2011,8 Round,1st half,Regular Season A1,Casa Modena,Lube Banca Marche Macerata,3-2,2,25,21,1,0
2010/2011_Casa _Lube _8Round,2010/2011,8 Round,1st half,Regular Season A1,Casa Modena,Lube Banca Marche Macerata,3-2,3,23,25,0,0
2010/2011_Casa _Lube _8Round,2010/2011,8 Round,1st half,Regular Season A1,Casa Modena,Lube Banca Marche Macerata,3-2,4,26,24,1,1
2010/2011_Casa _Lube _8Round,2010/2011,8 Round,1st half,Regular Season A1,Casa Modena,Lube Banca Marche Macerata,3-2,5,15,13,1,0
2010/2011_Casa _Marmi_12Round,2010/2011,12 Round,1st half,Regular Season A1,Casa Modena,Marmi Lanza Verona,3-2,1,28,26,1,1
2010/2011_Casa _Marmi_12Round,2010/2011,12 Round,1st half,Regular Season A1,Casa Modena,Marmi Lanza Verona,3-2,2,23,25,0,0
2010/2011_Casa _Marmi_12Round,2010/2011,12 Round,1st half,Regular Season A1,Casa Modena,Marmi Lanza Verona,3-2,3,24,26,0,1
2010/2011_Casa _Marmi_12Round,2010/2011,12 Round,1st half,Regular Season A1,Casa Modena,Marmi Lanza Verona,3-2,4,25,16,1,0
2010/2011_Casa _Marmi_12Round,2010/2011,12 Round,1st half,Regular Season A1,Casa Modena,Marmi Lanza Verona,3-2,5,23,21,1,1
2010/2011_CheBa_Perug_3Round,2010/2011,3 Round,1st half,Regular Season A2,CheBanca! Milano,Perugia,3-1,1,25,15,1,0
2010/2011_CheBa_Perug_3Round,2010/2011,3 Round,1st half,Regular Season A2,CheBanca! Milano,Perugia,3-1,2,25,16,1,0
2010/2011_CheBa_Perug_3Round,2010/2011,3 Round,1st half,Regular Season A2,CheBanca! Milano,Perugia,3-1,3,23,25,0,0
2010/2011_CheBa_Perug_3Round,2010/2011,3 Round,1st half,Regular Season A2,CheBanca! Milano,Perugia,3-1,4,25,21,1,0
2010/2011_CheBa_Phyto_15Round,2010/2011,15 Round,2nd half,Regular Season A2,CheBanca! Milano,Phyto Performance Padova,1-3,1,25,22,1,0
2010/2011_CheBa_Phyto_15Round,2010/2011,15 Round,2nd half,Regular Season A2,CheBanca! Milano,Phyto Performance Padova,1-3,2,20,25,0,0
2010/2011_CheBa_Phyto_15Round,2010/2011,15 Round,2nd half,Regular Season A2,CheBanca! Milano,Phyto Performance Padova,1-3,3,20,25,0,0
2010/2011_CheBa_Phyto_15Round,2010/2011,15 Round,2nd half,Regular Season A2,CheBanca! Milano,Phyto Performance Padova,1-3,4,21,25,0,0
2010/2011_Casa _Itas _5Round,2010/2011,5 Round,2nd half,Regular Season A1,Itas Diatec Trentino,Casa Modena,3-0,1,25,18,1,0
2010/2011_Casa _Itas _5Round,2010/2011,5 Round,2nd half,Regular Season A1,Itas Diatec Trentino,Casa Modena,3-0,2,25,17,1,0
2010/2011_Casa _Itas _5Round,2010/2011,5 Round,2nd half,Regular Season A1,Itas Diatec Trentino,Casa Modena,3-0,3,25,21,1,0
2010/2011_Itas _Lube _4Round,2010/2011,4 Round,2nd half,Regular Season A1,Itas Diatec Trentino,Lube Banca Marche Macerata,3-2,1,25,14,1,0
2010/2011_Itas _Lube _4Round,2010/2011,4 Round,2nd half,Regular Season A1,Itas Diatec Trentino,Lube Banca Marche Macerata,3-2,2,20,25,0,0
2010/2011_Itas _Lube _4Round,2010/2011,4 Round,2nd half,Regular Season A1,Itas Diatec Trentino,Lube Banca Marche Macerata,3-2,3,25,18,1,0
2010/2011_Itas _Lube _4Round,2010/2011,4 Round,2nd half,Regular Season A1,Itas Diatec Trentino,Lube Banca Marche Macerata,3-2,4,17,25,0,0
2010/2011_Itas _Lube _4Round,2010/2011,4 Round,2nd half,Regular Season A1,Itas Diatec Trentino,Lube Banca Marche Macerata,3-2,5,15,8,1,0
2010/2011_Itas _Marmi_9Round,2010/2011,9 Round,2nd half,Regular Season A1,Itas Diatec Trentino,Marmi Lanza Verona,1-3,1,24,26,0,1
2010/2011_Itas _Marmi_9Round,2010/2011,9 Round,2nd half,Regular Season A1,Itas Diatec Trentino,Marmi Lanza Verona,1-3,2,20,25,0,0
2010/2011_Itas _Marmi_9Round,2010/2011,9 Round,2nd half,Regular Season A1,Itas Diatec Trentino,Marmi Lanza Verona,1-3,3,25,20,1,0
2010/2011_Itas _Marmi_9Round,2010/2011,9 Round,2nd half,Regular Season A1,Itas Diatec Trentino,Marmi Lanza Verona,1-3,4,17,25,0,0
2010/2011_Casa _Lube _8Round,2010/2011,8 Round,2nd half,Regular Season A1,Lube Banca Marche Macerata,Casa Modena,0-3,1,33,35,0,1
2010/2011_Casa _Lube _8Round,2010/2011,8 Round,2nd half,Regular Season A1,Lube Banca Marche Macerata,Casa Modena,0-3,2,22,25,0,0
2010/2011_Casa _Lube _8Round,2010/2011,8 Round,2nd half,Regular Season A1,Lube Banca Marche Macerata,Casa Modena,0-3,3,21,25,0,0
2010/2011_Itas _Lube _4Round,2010/2011,4 Round,1st half,Regular Season A1,Lube Banca Marche Macerata,Itas Diatec Trentino,2-3,1,25,20,1,0
2010/2011_Itas _Lube _4Round,2010/2011,4 Round,1st half,Regular Season A1,Lube Banca Marche Macerata,Itas Diatec Trentino,2-3,2,21,25,0,0
2010/2011_Itas _Lube _4Round,2010/2011,4 Round,1st half,Regular Season A1,Lube Banca Marche Macerata,Itas Diatec Trentino,2-3,3,25,15,1,0
2010/2011_Itas _Lube _4Round,2010/2011,4 Round,1st half,Regular Season A1,Lube Banca Marche Macerata,Itas Diatec Trentino,2-3,4,17,25,0,0
2010/2011_Itas _Lube _4Round,2010/2011,4 Round,1st half,Regular Season A1,Lube Banca Marche Macerata,Itas Diatec Trentino,2-3,5,11,15,0,0
2010/2011_Lube _Marmi_5Round,2010/2011,5 Round,2nd half,Regular Season A1,Lube Banca Marche Macerata,Marmi Lanza Verona,3-0,1,25,22,1,0
2010/2011_Lube _Marmi_5Round,2010/2011,5 Round,2nd half,Regular Season A1,Lube Banca Marche Macerata,Marmi Lanza Verona,3-0,2,25,23,1,0
2010/2011_Lube _Marmi_5Round,2010/2011,5 Round,2nd half,Regular Season A1,Lube Banca Marche Macerata,Marmi Lanza Verona,3-0,3,27,25,1,1
2010/2011_Casa _Marmi_12Round,2010/2011,12 Round,2nd half,Regular Season A1,Marmi Lanza Verona,Casa Modena,3-2,1,25,22,1,0
2010/2011_Casa _Marmi_12Round,2010/2011,12 Round,2nd half,Regular Season A1,Marmi Lanza Verona,Casa Modena,3-2,2,25,20,1,0
2010/2011_Casa _Marmi_12Round,2010/2011,12 Round,2nd half,Regular Season A1,Marmi Lanza Verona,Casa Modena,3-2,3,21,25,0,0
2010/2011_Casa _Marmi_12Round,2010/2011,12 Round,2nd half,Regular Season A1,Marmi Lanza Verona,Casa Modena,3-2,4,23,25,0,0
2010/2011_Casa _Marmi_12Round,2010/2011,12 Round,2nd half,Regular Season A1,Marmi Lanza Verona,Casa Modena,3-2,5,16,14,1,1
2010/2011_Itas _Marmi_9Round,2010/2011,9 Round,1st half,Regular Season A1,Marmi Lanza Verona,Itas Diatec Trentino,0-3,1,25,27,0,1
2010/2011_Itas _Marmi_9Round,2010/2011,9 Round,1st half,Regular Season A1,Marmi Lanza Verona,Itas Diatec Trentino,0-3,2,21,25,0,0
2010/2011_Itas _Marmi_9Round,2010/2011,9 Round,1st half,Regular Season A1,Marmi Lanza Verona,Itas Diatec Trentino,0-3,3,14,25,0,0
2010/2011_Lube _Marmi_5Round,2010/2011,5 Round,1st half,Regular Season A1,Marmi Lanza Verona,Lube Banca Marche Macerata,1-3,1,23,25,0,0
2010/2011_Lube _Marmi_5Round,2010/2011,5 Round,1st half,Regular Season A1,Marmi Lanza Verona,Lube Banca Marche Macerata,1-3,2,25,23,1,0
2010/2011_Lube _Marmi_5Round,2010/2011,5 Round,1st half,Regular Season A1,Marmi Lanza Verona,Lube Banca Marche Macerata,1-3,3,19,25,0,0
2010/2011_Lube _Marmi_5Round,2010/2011,5 Round,1st half,Regular Season A1,Marmi Lanza Verona,Lube Banca Marche Macerata,1-3,4,18,25,0,0
2010/2011_CheBa_Perug_3Round,2010/2011,3 Round,2nd half,Regular Season A2,Perugia,CheBanca! Milano,1-3,1,28,26,1,1
2010/2011_CheBa_Perug_3Round,2010/2011,3 Round,2nd half,Regular Season A2,Perugia,CheBanca! Milano,1-3,2,23,25,0,0
2010/2011_CheBa_Perug_3Round,2010/2011,3 Round,2nd half,Regular Season A2,Perugia,CheBanca! Milano,1-3,3,21,25,0,0
2010/2011_CheBa_Perug_3Round,2010/2011,3 Round,2nd half,Regular Season A2,Perugia,CheBanca! Milano,1-3,4,21,25,0,0
2010/2011_Perug_Phyto_13Round,2010/2011,13 Round,1st half,Regular Season A2,Perugia,Phyto Performance Padova,1-3,1,23,25,0,0
2010/2011_Perug_Phyto_13Round,2010/2011,13 Round,1st half,Regular Season A2,Perugia,Phyto Performance Padova,1-3,2,25,18,1,0
2010/2011_Perug_Phyto_13Round,2010/2011,13 Round,1st half,Regular Season A2,Perugia,Phyto Performance Padova,1-3,3,22,25,0,0
2010/2011_Perug_Phyto_13Round,2010/2011,13 Round,1st half,Regular Season A2,Perugia,Phyto Performance Padova,1-3,4,23,25,0,0
2010/2011_CheBa_Phyto_15Round,2010/2011,15 Round,1st half,Regular Season A2,Phyto Performance Padova,CheBanca! Milano,3-0,1,25,18,1,0
2010/2011_CheBa_Phyto_15Round,2010/2011,15 Round,1st half,Regular Season A2,Phyto Performance Padova,CheBanca! Milano,3-0,2,25,19,1,0
2010/2011_CheBa_Phyto_15Round,2010/2011,15 Round,1st half,Regular Season A2,Phyto Performance Padova,CheBanca! Milano,3-0,3,25,19,1,0
2010/2011_Perug_Phyto_13Round,2010/2011,13 Round,2nd half,Regular Season A2,Phyto Performance Padova,Perugia,3-0,1,25,19,1,0
